# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam
7094_4	k141_15845	2485	2937	+	453	16
7095_1	k141_47526	37	1119	-	1083	25
7096_1	k141_1998	2	340	+	339	9
7096_2	k141_1998	522	1526	+	1005	89
7096_3	k141_1998	1530	2354	+	825	51
7096_4	k141_1998	2387	3058	+	672	43
7096_5	k141_1998	3384	3674	-	291	27
7097_1	k141_33644	1	138	+	138	10
7097_2	k141_33644	128	322	+	195	18
7097_3	k141_33644	319	1476	+	1158	159
7097_4	k141_33644	2024	2641	+	618	207
7097_5	k141_33644	2661	2873	+	213	37
7097_6	k141_33644	2958	4706	+	1749	423
7097_7	k141_33644	4703	6451	+	1749	381
7097_8	k141_33644	6470	7057	+	588	127
7097_9	k141_33644	7057	7785	+	729	172
7097_10	k141_33644	7796	9301	+	1506	383
7097_11	k141_33644	9298	9543	+	246	20
7097_12	k141_33644	9788	10525	+	738	198
7097_13	k141_33644	10706	11449	+	744	204
7097_14	k141_33644	11549	11887	+	339	131
7098_1	k141_62030	3	134	+	132	14
7098_2	k141_62030	252	797	+	546	86
7098_3	k141_62030	822	1679	+	858	99
7098_4	k141_62030	1706	2227	+	522	48
7098_5	k141_62030	2238	2894	+	657	88
7098_6	k141_62030	2910	3257	+	348	45
7098_7	k141_62030	3247	4065	+	819	123
7098_8	k141_62030	4184	5506	+	1323	216
7098_9	k141_62030	5506	6129	+	624	64
7098_10	k141_62030	6144	7154	+	1011	108
7098_11	k141_62030	7222	8493	+	1272	202
7098_12	k141_62030	8689	9540	+	852	143
7098_13	k141_62030	9576	11033	+	1458	194
7098_14	k141_62030	11080	11955	+	876	153
7098_15	k141_62030	12064	13536	+	1473	227
7098_16	k141_62030	13666	14628	+	963	207
7098_17	k141_62030	14801	15604	+	804	156
7098_18	k141_62030	15612	16973	+	1362	150
7098_19	k141_62030	16973	17710	+	738	96
7098_20	k141_62030	17697	18368	+	672	66
7098_21	k141_62030	18395	19153	+	759	134
7098_22	k141_62030	19165	20139	+	975	157
7098_23	k141_62030	20139	20702	+	564	57
7098_24	k141_62030	20790	21671	+	882	173
7098_25	k141_62030	21690	22307	+	618	81
7098_26	k141_62030	22319	22561	+	243	30
7098_27	k141_62030	22635	23462	+	828	150
7098_28	k141_62030	23477	24247	+	771	104
7098_29	k141_62030	24283	25290	+	1008	168
7098_30	k141_62030	25354	27129	+	1776	293
7098_31	k141_62030	27166	27252	+	87	0
7099_1	k141_8918	208	861	+	654	50
7099_2	k141_8918	893	1198	-	306	15
7099_3	k141_8918	1343	2197	+	855	77
7099_4	k141_8918	2184	2651	-	468	23
7099_5	k141_8918	2645	3703	-	1059	110
7099_6	k141_8918	3952	5229	+	1278	91
7100_1	k141_12653	3	1712	-	1710	221
7101_1	k141_15847	2	1075	-	1074	26
7102_1	k141_26760	230	1501	-	1272	36
7102_2	k141_26760	2120	3508	-	1389	69
7102_3	k141_26760	3535	5112	-	1578	47
7102_4	k141_26760	5127	7616	-	2490	106
7102_5	k141_26760	7905	8462	-	558	28
7102_6	k141_26760	8501	8683	+	183	9
7102_7	k141_26760	8596	9498	-	903	44
7102_8	k141_26760	9537	10541	-	1005	49
7102_9	k141_26760	10645	11502	+	858	31
7102_10	k141_26760	11541	12059	+	519	10
7102_11	k141_26760	12123	13229	-	1107	49
7102_12	k141_26760	13595	14875	+	1281	64
7102_13	k141_26760	14912	15691	+	780	33
7102_14	k141_26760	15935	16273	-	339	40
7102_15	k141_26760	16493	17602	-	1110	75
7102_16	k141_26760	17618	20545	-	2928	129
7102_17	k141_26760	20737	21384	-	648	53
7102_18	k141_26760	21517	22086	+	570	34
7102_19	k141_26760	22100	23164	+	1065	45
7102_20	k141_26760	23254	24219	-	966	62
7102_21	k141_26760	24417	28799	-	4383	243
7102_22	k141_26760	28975	30285	+	1311	84
7102_23	k141_26760	30598	32193	-	1596	72
7102_24	k141_26760	32199	33806	-	1608	128
7102_25	k141_26760	34278	35459	-	1182	77
7102_26	k141_26760	35487	35906	-	420	30
7102_27	k141_26760	35978	37156	-	1179	128
7102_28	k141_26760	37201	38121	-	921	77
7102_29	k141_26760	38211	39317	-	1107	88
7102_30	k141_26760	39397	39762	-	366	51
7102_31	k141_26760	40368	41393	-	1026	85
7102_32	k141_26760	41462	43771	-	2310	121
7102_33	k141_26760	43758	45293	-	1536	83
7102_34	k141_26760	45301	46338	-	1038	81
7103_1	k141_5278	3	242	+	240	1
7103_2	k141_5278	368	799	+	432	21
7103_3	k141_5278	925	1167	+	243	0
7104_1	k141_47528	2	1219	+	1218	34
7105_1	k141_40452	3	440	-	438	15
7105_2	k141_40452	746	1333	-	588	11
7105_3	k141_40452	1547	1663	+	117	0
7106_1	k141_62035	2	1363	-	1362	57
7107_1	k141_5281	1	516	-	516	11
7107_2	k141_5281	509	1504	-	996	29
7108_1	k141_30409	2	241	+	240	43
7108_2	k141_30409	352	1683	-	1332	225
7108_3	k141_30409	1680	1907	-	228	29
7108_4	k141_30409	2066	2656	-	591	60
7108_5	k141_30409	2705	3337	-	633	58
7108_6	k141_30409	3352	4203	-	852	96
7108_7	k141_30409	4203	4577	-	375	25
7108_8	k141_30409	4724	5650	-	927	65
7108_9	k141_30409	5805	6338	-	534	67
7108_10	k141_30409	6335	6781	-	447	52
7108_11	k141_30409	6873	7481	-	609	54
7108_12	k141_30409	7534	8508	-	975	85
7109_1	k141_1999	3	1001	-	999	19
7109_2	k141_1999	1017	1919	-	903	17
7109_3	k141_1999	1939	3330	-	1392	54
7109_4	k141_1999	3519	4100	-	582	15
7110_1	k141_26767	73	777	+	705	26
7110_2	k141_26767	782	1111	+	330	0
7111_1	k141_54739	422	1270	-	849	108
7111_2	k141_54739	1526	1855	-	330	14
7112_1	k141_30411	340	1092	-	753	17
7113_1	k141_23331	3	764	-	762	64
7113_2	k141_23331	891	1703	+	813	36
7114_1	k141_69337	1	1173	+	1173	134
7114_2	k141_69337	1246	3279	+	2034	167
7114_3	k141_69337	3348	4499	+	1152	63
7114_4	k141_69337	4862	5032	-	171	19
7114_5	k141_69337	5029	8109	-	3081	223
7114_6	k141_69337	8402	8638	+	237	40
7114_7	k141_69337	8589	8690	-	102	3
7115_1	k141_19527	2	169	-	168	0
7115_2	k141_19527	321	449	+	129	5
7115_3	k141_19527	451	936	-	486	46
7115_4	k141_19527	952	1800	-	849	76
7115_5	k141_19527	1797	2942	-	1146	100
7115_6	k141_19527	3032	3958	-	927	50
7115_7	k141_19527	4081	5136	-	1056	109
7115_8	k141_19527	5163	6353	-	1191	92
7115_9	k141_19527	6467	7255	-	789	86
7115_10	k141_19527	7245	8435	-	1191	95
7115_11	k141_19527	8428	9087	-	660	67
7115_12	k141_19527	9084	9863	-	780	59
7115_13	k141_19527	9876	11519	-	1644	194
7115_14	k141_19527	11516	13018	-	1503	116
7115_15	k141_19527	13492	14484	-	993	52
7115_16	k141_19527	14655	16625	-	1971	192
7115_17	k141_19527	16639	18744	-	2106	188
7115_18	k141_19527	18862	19461	+	600	44
7115_19	k141_19527	19643	19780	-	138	11
7115_20	k141_19527	20099	21385	-	1287	117
7115_21	k141_19527	21673	22065	+	393	38
7115_22	k141_19527	22049	24661	+	2613	319
7115_23	k141_19527	25262	26608	-	1347	120
7115_24	k141_19527	26799	27146	+	348	36
7116_1	k141_15848	3	806	+	804	9
7116_2	k141_15848	966	3497	+	2532	62
7116_3	k141_15848	3522	4301	+	780	9
7116_4	k141_15848	4303	4746	+	444	25
7117_1	k141_51565	95	394	+	300	108
7117_2	k141_51565	422	790	-	369	156
7117_3	k141_51565	1134	1574	+	441	41
7117_4	k141_51565	1571	2344	+	774	57
7117_5	k141_51565	2329	3204	+	876	27
7117_6	k141_51565	3197	4303	+	1107	57
7118_1	k141_44637	2	127	+	126	6
7118_2	k141_44637	401	1096	+	696	53
7118_3	k141_44637	1042	1395	+	354	37
7118_4	k141_44637	1760	7102	+	5343	552
7118_5	k141_44637	7171	8541	+	1371	176
7118_6	k141_44637	8699	9559	+	861	102
7118_7	k141_44637	9563	10483	+	921	88
7118_8	k141_44637	10473	12059	+	1587	185
7118_9	k141_44637	12080	12346	+	267	20
7118_10	k141_44637	12436	13638	+	1203	133
7118_11	k141_44637	13802	14968	+	1167	156
7118_12	k141_44637	15016	15258	+	243	23
7119_1	k141_8929	68	1069	-	1002	22
7120_1	k141_30414	2	112	+	111	0
7120_2	k141_30414	94	297	+	204	0
7120_3	k141_30414	317	1114	+	798	11
7121_1	k141_33654	2	529	-	528	8
7121_2	k141_33654	538	1317	-	780	48
7121_3	k141_33654	1301	2392	-	1092	61
7121_4	k141_33654	2753	4714	-	1962	146
7122_1	k141_2002	1	1446	+	1446	54
7122_2	k141_2002	1517	2293	+	777	34
7122_3	k141_2002	2449	2724	+	276	2
7123_1	k141_23332	1	936	+	936	27
7123_2	k141_23332	1169	1393	-	225	3
7123_3	k141_23332	1516	1791	+	276	3
7123_4	k141_23332	1809	2780	+	972	18
7124_1	k141_8932	3	311	-	309	15
7124_2	k141_8932	555	1241	+	687	36
7125_1	k141_62044	211	840	-	630	25
7125_2	k141_62044	837	1598	-	762	9
7125_3	k141_62044	1598	2401	-	804	22
7126_1	k141_15853	1	909	+	909	14
7126_2	k141_15853	909	1043	+	135	0
7127_1	k141_69344	3	794	-	792	13
7127_2	k141_69344	823	1377	-	555	4
7128_1	k141_26776	1	933	+	933	18
7128_2	k141_26776	1031	1378	+	348	8
7128_3	k141_26776	1397	1597	+	201	13
7129_1	k141_33657	3	359	-	357	5
7129_2	k141_33657	400	885	-	486	14
7129_3	k141_33657	888	1703	-	816	16
7130_1	k141_23335	2	814	-	813	13
7130_2	k141_23335	1033	1488	+	456	19
7130_3	k141_23335	1501	1716	+	216	11
7131_1	k141_62045	83	334	+	252	9
7131_2	k141_62045	484	651	+	168	14
7131_3	k141_62045	766	909	+	144	0
7131_4	k141_62045	999	1562	+	564	58
7131_5	k141_62045	1564	2115	+	552	57
7131_6	k141_62045	2131	2355	+	225	15
7131_7	k141_62045	2368	2649	+	282	17
7132_1	k141_54752	2	169	+	168	3
7132_2	k141_54752	203	1063	-	861	39
7133_1	k141_5282	2	205	+	204	1
7133_2	k141_5282	282	509	+	228	12
7133_3	k141_5282	511	1098	+	588	12
7133_4	k141_5282	1335	2177	-	843	21
7133_5	k141_5282	2343	4115	+	1773	48
7133_6	k141_5282	4115	5821	+	1707	53
7133_7	k141_5282	5944	6102	+	159	5
7133_8	k141_5282	6302	6556	+	255	21
7133_9	k141_5282	6575	7678	+	1104	176
7134_1	k141_19531	222	755	-	534	25
7134_2	k141_19531	858	1166	-	309	4
7135_1	k141_2009	3	1007	+	1005	8
7136_1	k141_40458	3	629	+	627	15
7136_2	k141_40458	701	1579	+	879	33
7136_3	k141_40458	1636	3249	-	1614	52
7136_4	k141_40458	3378	4349	-	972	15
7136_5	k141_40458	4339	5679	-	1341	30
7136_6	k141_40458	5752	6663	+	912	34
7136_7	k141_40458	6756	7586	-	831	37
7137_1	k141_26781	429	1091	+	663	24
7138_1	k141_69353	2	175	+	174	9
7138_2	k141_69353	403	717	+	315	15
7138_3	k141_69353	753	1043	+	291	9
7138_4	k141_69353	1102	1239	+	138	2
7139_1	k141_5283	1	1293	+	1293	21
7140_1	k141_54754	1	315	-	315	15
7140_2	k141_54754	576	1055	-	480	28
7141_1	k141_40461	3	1238	-	1236	11
7142_1	k141_12661	2	1798	+	1797	153
7142_2	k141_12661	1857	2798	+	942	70
7142_3	k141_12661	2805	4214	+	1410	113
7142_4	k141_12661	4231	5190	+	960	70
7142_5	k141_12661	5190	6065	+	876	44
7142_6	k141_12661	6067	6936	+	870	78
7142_7	k141_12661	6937	7821	+	885	38
7142_8	k141_12661	7953	8819	+	867	75
7143_1	k141_26786	30	1421	+	1392	36
7144_1	k141_2013	2	118	+	117	0
7144_2	k141_2013	193	771	-	579	26
7144_3	k141_2013	821	1357	-	537	14
7145_1	k141_69356	498	809	-	312	10
7145_2	k141_69356	1156	1560	-	405	15
7146_1	k141_8946	2	967	+	966	47
7146_2	k141_8946	1073	1366	+	294	9
7147_1	k141_30427	1	609	+	609	16
7147_2	k141_30427	839	1195	+	357	19
7147_3	k141_30427	1545	2288	+	744	13
7148_1	k141_5284	190	504	+	315	19
7148_2	k141_5284	544	1680	+	1137	29
7149_1	k141_54755	1	138	+	138	7
7149_2	k141_54755	265	1068	+	804	45
7149_3	k141_54755	1356	1913	+	558	40
7150_1	k141_26788	1	1002	+	1002	47
7150_2	k141_26788	983	1093	+	111	1
7151_1	k141_2015	159	1169	-	1011	29
7152_1	k141_47540	3	527	-	525	9
7152_2	k141_47540	517	1032	-	516	12
7153_1	k141_30431	1	639	-	639	8
7153_2	k141_30431	658	1023	-	366	0
7154_1	k141_47542	2	1366	-	1365	30
7154_2	k141_47542	1356	1574	-	219	1
7155_1	k141_5290	1	1110	-	1110	30
7156_1	k141_30435	1	1131	+	1131	21
7157_1	k141_8951	2	604	+	603	18
7157_2	k141_8951	728	1108	+	381	11
7157_3	k141_8951	1105	1824	+	720	14
7157_4	k141_8951	1856	2635	+	780	27
7157_5	k141_8951	2782	2994	+	213	8
7158_1	k141_5291	266	718	-	453	35
7158_2	k141_5291	825	1499	-	675	7
7159_1	k141_54765	1	1074	+	1074	12
7160_1	k141_33677	1	1464	+	1464	34
7160_2	k141_33677	1476	1820	+	345	12
7160_3	k141_33677	1846	2895	+	1050	40
7160_4	k141_33677	2946	3416	-	471	12
7161_1	k141_33680	334	1086	+	753	15
7162_1	k141_69369	2	292	+	291	19
7162_2	k141_69369	449	727	+	279	9
7162_3	k141_69369	720	815	+	96	0
7162_4	k141_69369	808	1203	+	396	18
7162_5	k141_69369	1224	1790	+	567	25
7162_6	k141_69369	1791	2210	+	420	4
7162_7	k141_69369	2386	2574	+	189	5
7163_1	k141_40464	195	335	-	141	23
7163_2	k141_40464	556	759	+	204	13
7163_3	k141_40464	846	1961	+	1116	88
7163_4	k141_40464	2050	4578	+	2529	104
7163_5	k141_40464	4666	4779	+	114	2
7163_6	k141_40464	4955	6442	-	1488	158
7163_7	k141_40464	6443	6709	-	267	25
7164_1	k141_15884	171	1514	-	1344	37
7164_2	k141_15884	1580	2014	-	435	6
7165_1	k141_5293	2	424	+	423	8
7165_2	k141_5293	664	885	+	222	7
7165_3	k141_5293	894	1352	+	459	24
7165_4	k141_5293	1356	1640	+	285	11
7165_5	k141_5293	2187	2336	+	150	17
7165_6	k141_5293	2323	2577	+	255	12
7165_7	k141_5293	2587	3003	+	417	14
7166_1	k141_8960	1	696	-	696	13
7166_2	k141_8960	811	1050	-	240	9
7167_1	k141_12663	156	833	+	678	10
7167_2	k141_12663	852	1418	+	567	9
7167_3	k141_12663	1415	1981	+	567	22
7167_4	k141_12663	2009	3094	+	1086	54
7167_5	k141_12663	3355	4209	-	855	43
7167_6	k141_12663	4331	5038	+	708	15
7167_7	k141_12663	5050	5484	+	435	12
7167_8	k141_12663	5481	6929	+	1449	56
7167_9	k141_12663	6946	8730	+	1785	39
7167_10	k141_12663	9161	9232	+	72	1
7168_1	k141_5296	32	859	-	828	28
7168_2	k141_5296	850	1242	-	393	6
7169_1	k141_8963	46	1092	-	1047	11
7170_1	k141_23368	1	447	-	447	7
7170_2	k141_23368	729	929	-	201	11
7170_3	k141_23368	944	1171	-	228	17
7170_4	k141_23368	1240	3159	-	1920	93
7171_1	k141_37357	254	1594	+	1341	110
7171_2	k141_37357	1654	2628	+	975	90
7171_3	k141_37357	2727	4460	+	1734	207
7171_4	k141_37357	4578	4856	+	279	26
7171_5	k141_37357	4930	5169	+	240	12
7171_6	k141_37357	5260	5541	+	282	29
7171_7	k141_37357	5653	5967	+	315	27
7171_8	k141_37357	6087	7580	+	1494	118
7171_9	k141_37357	7606	9048	+	1443	69
7171_10	k141_37357	9045	9572	+	528	31
7171_11	k141_37357	9589	11436	+	1848	148
7171_12	k141_37357	11723	13840	+	2118	180
7171_13	k141_37357	13922	14233	-	312	26
7171_14	k141_37357	14368	17493	-	3126	226
7171_15	k141_37357	17735	18277	+	543	21
7171_16	k141_37357	18446	19228	+	783	118
7171_17	k141_37357	19239	20159	+	921	86
7171_18	k141_37357	20174	20842	+	669	87
7171_19	k141_37357	20832	21533	+	702	93
7171_20	k141_37357	21574	22227	+	654	52
7171_21	k141_37357	22411	22683	+	273	51
7171_22	k141_37357	23305	24228	-	924	49
7171_23	k141_37357	24393	24734	+	342	35
7171_24	k141_37357	25205	25579	-	375	40
7171_25	k141_37357	26007	26870	+	864	83
7171_26	k141_37357	27147	28475	+	1329	146
7171_27	k141_37357	28564	29442	+	879	59
7171_28	k141_37357	29442	30278	+	837	70
7171_29	k141_37357	30368	31906	+	1539	104
7171_30	k141_37357	31881	33584	+	1704	111
7171_31	k141_37357	33574	35271	+	1698	130
7172_1	k141_40473	1	969	+	969	35
7172_2	k141_40473	1100	1276	+	177	0
7173_1	k141_12665	3	1970	-	1968	42
7174_1	k141_62058	26	232	+	207	7
7174_2	k141_62058	222	983	-	762	48
7174_3	k141_62058	1439	2068	+	630	64
7174_4	k141_62058	2279	2839	+	561	13
7174_5	k141_62058	2911	4110	+	1200	40
7174_6	k141_62058	4132	6141	+	2010	86
7174_7	k141_62058	6300	8201	-	1902	86
7174_8	k141_62058	8431	8565	+	135	4
7174_9	k141_62058	8569	9057	+	489	22
7174_10	k141_62058	9245	9703	-	459	23
7174_11	k141_62058	9908	10570	-	663	27
7174_12	k141_62058	10657	11676	-	1020	34
7175_1	k141_54783	47	256	-	210	3
7175_2	k141_54783	609	935	+	327	5
7176_1	k141_5304	1	1065	+	1065	21
7176_2	k141_5304	1187	1636	-	450	5
7177_1	k141_33686	2	325	+	324	1
7177_2	k141_33686	318	1367	+	1050	20
7177_3	k141_33686	1375	1944	+	570	15
7177_4	k141_33686	2082	3362	+	1281	34
7177_5	k141_33686	3382	4437	+	1056	9
7178_1	k141_12669	3	1229	-	1227	19
7179_1	k141_62059	172	969	-	798	159
7179_2	k141_62059	979	1647	-	669	118
7179_3	k141_62059	1670	1900	-	231	43
7180_1	k141_8971	175	1902	-	1728	48
7181_1	k141_69380	2	1261	+	1260	19
7181_2	k141_69380	1275	1910	+	636	15
7181_3	k141_69380	1907	2458	+	552	11
7182_1	k141_40478	1	606	-	606	22
7182_2	k141_40478	743	1294	-	552	7
7182_3	k141_40478	1346	1717	-	372	4
7182_4	k141_40478	1721	2224	-	504	4
7183_1	k141_54788	1	1143	-	1143	30
7183_2	k141_54788	1383	1928	+	546	7
7184_1	k141_69382	74	331	+	258	9
7184_2	k141_69382	324	1370	+	1047	20
7184_3	k141_69382	1442	2158	+	717	13
7185_1	k141_8979	3	521	-	519	7
7185_2	k141_8979	595	1008	-	414	10
7185_3	k141_8979	1037	1216	-	180	0
7186_1	k141_5308	3	1247	-	1245	32
7186_2	k141_5308	1344	2648	-	1305	50
7186_3	k141_5308	2687	3730	-	1044	45
7187_1	k141_23369	325	468	+	144	25
7187_2	k141_23369	542	1597	-	1056	128
7187_3	k141_23369	1620	2267	-	648	36
7187_4	k141_23369	2271	3701	-	1431	72
7187_5	k141_23369	3706	4077	-	372	22
7187_6	k141_23369	4236	4877	-	642	41
7187_7	k141_23369	4948	6588	-	1641	140
7187_8	k141_23369	6716	7954	-	1239	92
7188_1	k141_40485	2	976	+	975	15
7189_1	k141_37373	2	250	+	249	5
7189_2	k141_37373	649	780	+	132	0
7189_3	k141_37373	759	1100	+	342	0
7190_1	k141_8980	2	598	+	597	8
7190_2	k141_8980	751	888	+	138	8
7190_3	k141_8980	903	1196	+	294	5
7191_1	k141_5309	3	1715	+	1713	41
7192_1	k141_69387	107	1012	-	906	11
7193_1	k141_54796	2	769	+	768	28
7193_2	k141_54796	797	1210	+	414	4
7194_1	k141_30470	91	600	+	510	123
7194_2	k141_30470	606	1241	+	636	133
7194_3	k141_30470	1372	1512	-	141	15
7194_4	k141_30470	1582	1812	-	231	7
7194_5	k141_30470	2111	3049	+	939	21
7194_6	k141_30470	3056	3619	-	564	3
7195_1	k141_58321	224	1408	+	1185	142
7195_2	k141_58321	1531	1785	-	255	13
7195_3	k141_58321	2075	2977	+	903	89
7195_4	k141_58321	2988	4322	-	1335	99
7195_5	k141_58321	4637	6241	+	1605	124
7195_6	k141_58321	6482	7972	-	1491	169
7195_7	k141_58321	8108	8278	+	171	12
7195_8	k141_58321	8275	9201	-	927	96
7195_9	k141_58321	9517	11445	+	1929	199
7195_10	k141_58321	11545	12549	+	1005	91
7195_11	k141_58321	12565	13818	+	1254	142
7195_12	k141_58321	13829	14836	+	1008	86
7195_13	k141_58321	14829	15647	+	819	67
7195_14	k141_58321	15846	17711	+	1866	138
7195_15	k141_58321	17683	19131	+	1449	120
7195_16	k141_58321	19124	20881	+	1758	103
7195_17	k141_58321	20997	21266	+	270	17
7195_18	k141_58321	21263	21544	+	282	35
7195_19	k141_58321	21548	22201	+	654	72
7195_20	k141_58321	22367	22537	+	171	33
7195_21	k141_58321	22672	24573	+	1902	180
7195_22	k141_58321	24604	25836	+	1233	105
7195_23	k141_58321	25932	26165	+	234	18
7195_24	k141_58321	26308	27759	+	1452	123
7195_25	k141_58321	27756	29576	+	1821	109
7195_26	k141_58321	29727	30719	+	993	44
7195_27	k141_58321	30883	31242	+	360	24
7195_28	k141_58321	31239	33914	+	2676	187
7195_29	k141_58321	33949	34548	+	600	30
7195_30	k141_58321	34535	35332	+	798	88
7195_31	k141_58321	35432	35704	+	273	22
7195_32	k141_58321	35724	37088	+	1365	87
7195_33	k141_58321	37731	37850	-	120	37
7195_34	k141_58321	38132	40333	+	2202	237
7195_35	k141_58321	40654	41067	+	414	58
7195_36	k141_58321	41325	41630	+	306	43
7195_37	k141_58321	41803	41976	+	174	11
7195_38	k141_58321	42006	43256	-	1251	98
7195_39	k141_58321	43472	44467	+	996	108
7195_40	k141_58321	44567	45763	+	1197	111
7195_41	k141_58321	45838	46365	+	528	83
7195_42	k141_58321	46368	46547	+	180	20
7195_43	k141_58321	46755	47540	+	786	92
7195_44	k141_58321	47769	48809	+	1041	107
7195_45	k141_58321	48799	49032	+	234	12
7195_46	k141_58321	49138	49830	+	693	42
7195_47	k141_58321	49838	53398	+	3561	243
7195_48	k141_58321	53459	54400	+	942	115
7195_49	k141_58321	54424	55647	+	1224	115
7195_50	k141_58321	56170	57177	+	1008	76
7195_51	k141_58321	57194	58972	+	1779	124
7195_52	k141_58321	59078	60220	+	1143	84
7195_53	k141_58321	60250	60948	+	699	22
7195_54	k141_58321	61066	62721	+	1656	111
7195_55	k141_58321	63346	63942	+	597	44
7195_56	k141_58321	63959	66133	+	2175	143
7195_57	k141_58321	66367	66576	+	210	11
7195_58	k141_58321	66596	66817	+	222	29
7195_59	k141_58321	66934	69084	+	2151	189
7195_60	k141_58321	69182	69316	+	135	0
7195_61	k141_58321	69350	69805	+	456	68
7195_62	k141_58321	69982	70293	+	312	38
7195_63	k141_58321	70391	72478	+	2088	219
7195_64	k141_58321	72843	73133	+	291	14
7195_65	k141_58321	73152	73706	+	555	59
7195_66	k141_58321	73798	74220	+	423	47
7195_67	k141_58321	74316	75470	-	1155	100
7195_68	k141_58321	75746	76960	+	1215	90
7195_69	k141_58321	77342	78250	+	909	101
7195_70	k141_58321	78291	79667	+	1377	78
7195_71	k141_58321	79633	80487	+	855	49
7195_72	k141_58321	80629	81261	-	633	63
7195_73	k141_58321	81245	81529	-	285	17
7195_74	k141_58321	81889	83070	+	1182	103
7195_75	k141_58321	83131	83568	-	438	28
7195_76	k141_58321	83588	84508	-	921	67
7195_77	k141_58321	84922	86052	+	1131	104
7195_78	k141_58321	86129	87457	+	1329	71
7195_79	k141_58321	87541	89082	+	1542	105
7195_80	k141_58321	89096	91282	+	2187	230
7195_81	k141_58321	91903	93057	+	1155	119
7195_82	k141_58321	93071	93940	+	870	105
7195_83	k141_58321	93940	94854	+	915	66
7195_84	k141_58321	94908	96326	+	1419	118
7195_85	k141_58321	96628	97374	+	747	58
7195_86	k141_58321	97371	98195	+	825	70
7195_87	k141_58321	98604	100160	+	1557	120
7196_1	k141_33695	3	920	-	918	20
7196_2	k141_33695	993	1211	-	219	15
7196_3	k141_33695	1184	3034	-	1851	89
7196_4	k141_33695	3064	3882	-	819	15
7196_5	k141_33695	3909	4922	-	1014	30
7197_1	k141_12670	263	364	+	102	54
7197_2	k141_12670	434	652	-	219	56
7197_3	k141_12670	756	1553	-	798	154
7197_4	k141_12670	1689	2474	-	786	192
7197_5	k141_12670	2696	2866	+	171	57
7197_6	k141_12670	3036	3953	+	918	208
7197_7	k141_12670	3950	4582	+	633	156
7197_8	k141_12670	4587	5333	+	747	161
7197_9	k141_12670	5671	6159	-	489	92
7197_10	k141_12670	6448	6585	+	138	3
7198_1	k141_40492	3	1286	+	1284	42
7199_1	k141_65543	174	320	-	147	17
7199_2	k141_65543	384	563	+	180	34
7199_3	k141_65543	781	1308	-	528	108
7199_4	k141_65543	1425	3059	+	1635	188
7199_5	k141_65543	3278	3607	+	330	45
7199_6	k141_65543	3747	6161	-	2415	294
7199_7	k141_65543	6229	6834	-	606	58
7199_8	k141_65543	6878	7360	-	483	49
7199_9	k141_65543	7389	7730	-	342	34
7199_10	k141_65543	7768	8127	-	360	38
7199_11	k141_65543	8359	8982	-	624	93
7199_12	k141_65543	9283	10863	-	1581	234
7199_13	k141_65543	11049	11288	+	240	48
7199_14	k141_65543	12223	12876	+	654	71
7199_15	k141_65543	13051	13896	+	846	106
7199_16	k141_65543	13927	15237	+	1311	128
7199_17	k141_65543	15343	16515	+	1173	172
7199_18	k141_65543	16736	17299	-	564	94
7199_19	k141_65543	17314	17541	-	228	9
7199_20	k141_65543	17534	17806	-	273	14
7199_21	k141_65543	17809	18072	-	264	37
7199_22	k141_65543	18093	18506	-	414	42
7199_23	k141_65543	18499	19275	-	777	97
7199_24	k141_65543	19296	19937	-	642	77
7199_25	k141_65543	19949	20470	-	522	100
7199_26	k141_65543	20583	21170	-	588	99
7199_27	k141_65543	21237	22103	-	867	115
7199_28	k141_65543	22120	22431	-	312	22
7199_29	k141_65543	22376	22645	-	270	30
7199_30	k141_65543	22660	23583	-	924	122
7199_31	k141_65543	23583	23840	-	258	39
7199_32	k141_65543	23858	24091	-	234	48
7199_33	k141_65543	24202	24522	-	321	34
7199_34	k141_65543	24526	24897	-	372	63
7199_35	k141_65543	24897	25196	-	300	32
7199_36	k141_65543	25198	25746	-	549	77
7199_37	k141_65543	25758	25952	-	195	30
7199_38	k141_65543	25986	26498	-	513	92
7199_39	k141_65543	26615	26893	-	279	37
7199_40	k141_65543	26906	27142	-	237	28
7199_41	k141_65543	27120	27392	-	273	53
7199_42	k141_65543	27412	27588	-	177	7
7199_43	k141_65543	27581	28255	-	675	124
7199_44	k141_65543	28306	28620	-	315	44
7199_45	k141_65543	28635	29123	-	489	54
7199_46	k141_65543	29239	29397	-	159	29
7199_47	k141_65543	29888	30820	-	933	150
7199_48	k141_65543	30947	32455	-	1509	266
7199_49	k141_65543	32474	32833	-	360	37
7199_50	k141_65543	32830	33180	-	351	37
7199_51	k141_65543	33195	33548	-	354	78
7199_52	k141_65543	33530	33772	-	243	38
7199_53	k141_65543	33890	34069	-	180	45
7199_54	k141_65543	34062	34229	-	168	25
7199_55	k141_65543	34219	35340	-	1122	207
