# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/K21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam	RPKM
3090_49	k141_23895	56151	57011	-	861	170	27.383
3090_50	k141_23895	57251	58774	-	1524	235	21.3854
3090_51	k141_23895	59095	59682	-	588	104	24.5296
3090_52	k141_23895	59778	60614	-	837	144	23.8601
3090_53	k141_23895	60952	64089	+	3138	484	21.3908
3090_54	k141_23895	64552	65892	-	1341	300	31.0261
3090_55	k141_23895	65901	67241	-	1341	165	17.0644
3090_56	k141_23895	67298	68992	-	1695	165	13.5005
3091_1	k141_934	3	137	-	135	0	0
3091_2	k141_934	255	3410	-	3156	0	0
3091_3	k141_934	3531	5606	-	2076	0	0
3092_1	k141_17022	3	77	-	75	0	0
3092_2	k141_17022	200	1129	+	930	38	5.66677
3092_3	k141_17022	1375	2973	+	1599	70	6.07134
3092_4	k141_17022	3476	4264	+	789	52	9.14031
3092_5	k141_17022	4324	5298	+	975	13	1.84916
3092_6	k141_17022	5319	6335	+	1017	40	5.45474
3092_7	k141_17022	6554	6976	+	423	23	7.54088
3092_8	k141_17022	7105	8418	-	1314	54	5.69945
3092_9	k141_17022	8778	10157	-	1380	20	2.00995
3092_10	k141_17022	10176	11765	-	1590	46	4.01232
3092_11	k141_17022	12153	13496	-	1344	89	9.18387
3092_12	k141_17022	13570	14745	-	1176	45	5.30689
3092_13	k141_17022	14930	15658	+	729	13	2.47315
3093_1	k141_14781	911	1210	+	300	15	6.93433
3093_2	k141_14781	1320	2915	+	1596	38	3.30206
3094_1	k141_7690	3	227	+	225	0	0
3094_2	k141_7690	815	1678	+	864	0	0
3094_3	k141_7690	1756	4158	-	2403	0	0
3094_4	k141_7690	4247	6703	+	2457	0	0
3094_5	k141_7690	6710	7426	+	717	0	0
3094_6	k141_7690	7500	8252	+	753	0	0
3094_7	k141_7690	8339	8836	-	498	0	0
3094_8	k141_7690	8951	10039	-	1089	0	0
3094_9	k141_7690	10274	11533	+	1260	0	0
3094_10	k141_7690	11548	12078	+	531	0	0
3094_11	k141_7690	12439	12939	+	501	0	0
3094_12	k141_7690	12942	13700	+	759	0	0
3094_13	k141_7690	13711	14625	+	915	0	0
3094_14	k141_7690	14694	15569	-	876	0	0
3094_15	k141_7690	15781	18708	+	2928	0	0
3094_16	k141_7690	18945	21854	-	2910	0	0
3094_17	k141_7690	22047	23273	+	1227	0	0
3094_18	k141_7690	23429	24262	-	834	0	0
3094_19	k141_7690	24271	25410	-	1140	0	0
3094_20	k141_7690	25433	26215	-	783	0	0
3094_21	k141_7690	26501	28138	-	1638	0	0
3094_22	k141_7690	28190	28462	-	273	0	0
3094_23	k141_7690	28684	29310	-	627	0	0
3094_24	k141_7690	29440	30291	+	852	0	0
3094_25	k141_7690	30353	31228	+	876	0	0
3094_26	k141_7690	31233	32075	-	843	0	0
3094_27	k141_7690	32118	32819	-	702	0	0
3094_28	k141_7690	32834	33487	-	654	0	0
3094_29	k141_7690	33705	34160	-	456	0	0
3094_30	k141_7690	34186	35649	-	1464	0	0
3094_31	k141_7690	35742	37106	-	1365	0	0
3094_32	k141_7690	37252	40035	+	2784	0	0
3094_33	k141_7690	40041	40682	+	642	0	0
3094_34	k141_7690	40736	41896	+	1161	0	0
3094_35	k141_7690	41926	43752	-	1827	0	0
3094_36	k141_7690	43945	44382	+	438	0	0
3094_37	k141_7690	44452	46428	+	1977	0	0
3094_38	k141_7690	46428	47030	+	603	0	0
3094_39	k141_7690	47125	48399	+	1275	0	0
3094_40	k141_7690	48476	48730	-	255	0	0
3094_41	k141_7690	48968	49228	-	261	0	0
3094_42	k141_7690	49248	49844	-	597	0	0
3094_43	k141_7690	50047	50163	+	117	0	0
3094_44	k141_7690	50192	50584	+	393	0	0
3094_45	k141_7690	50593	51777	+	1185	0	0
3094_46	k141_7690	51791	52666	+	876	0	0
3094_47	k141_7690	52676	53497	-	822	0	0
3094_48	k141_7690	53732	54793	-	1062	5	0.652951
3094_49	k141_7690	54825	56381	-	1557	0	0
3094_50	k141_7690	56387	56983	-	597	0	0
3094_51	k141_7690	56991	58388	-	1398	0	0
3094_52	k141_7690	58404	59906	-	1503	0	0
3094_53	k141_7690	60375	62966	-	2592	0	0
3094_54	k141_7690	63796	69228	-	5433	0	0
3094_55	k141_7690	69320	69499	-	180	0	0
3094_56	k141_7690	69529	71427	-	1899	0	0
3094_57	k141_7690	71708	73162	-	1455	0	0
3094_58	k141_7690	74028	74558	+	531	0	0
3094_59	k141_7690	74656	75879	-	1224	0	0
3094_60	k141_7690	76145	77149	-	1005	0	0
3094_61	k141_7690	77437	77961	+	525	0	0
3094_62	k141_7690	77983	79269	+	1287	3	0.323279
3094_63	k141_7690	79395	80735	-	1341	0	0
3094_64	k141_7690	80787	81041	-	255	0	0
3094_65	k141_7690	81068	83044	-	1977	0	0
3094_66	k141_7690	83071	86304	-	3234	0	0
3094_67	k141_7690	86690	87184	-	495	0	0
3094_68	k141_7690	87191	88183	-	993	1	0.139664
3094_69	k141_7690	88195	88800	-	606	0	0
3094_70	k141_7690	88924	89313	-	390	0	0
3094_71	k141_7690	89323	89703	-	381	9	3.27606
3094_72	k141_7690	89736	89852	-	117	0	0
3094_73	k141_7690	89865	90083	-	219	0	0
3094_74	k141_7690	90086	90880	-	795	0	0
3094_75	k141_7690	90893	92200	-	1308	4	0.424118
3094_76	k141_7690	92241	92687	-	447	0	0
3094_77	k141_7690	92713	92889	-	177	0	0
3094_78	k141_7690	92900	93412	-	513	0	0
3094_79	k141_7690	93419	93760	-	342	0	0
3094_80	k141_7690	93779	94351	-	573	0	0
3094_81	k141_7690	94366	94761	-	396	0	0
3094_82	k141_7690	94814	95113	-	300	0	0
3094_83	k141_7690	95120	95677	-	558	0	0
3094_84	k141_7690	95677	95997	-	321	0	0
3094_85	k141_7690	96015	96380	-	366	2	0.757851
3094_86	k141_7690	96383	96640	-	258	1	0.537545
3094_87	k141_7690	96652	96846	-	195	5	3.55607
3094_88	k141_7690	96849	97274	-	426	0	0
3094_89	k141_7690	97293	98015	-	723	0	0
3094_90	k141_7690	98027	98425	-	399	0	0
3094_91	k141_7690	98464	98733	-	270	0	0
3094_92	k141_7690	98754	99581	-	828	0	0
3094_93	k141_7690	99589	99879	-	291	0	0
3094_94	k141_7690	99896	100525	-	630	0	0
3094_95	k141_7690	100525	101142	-	618	0	0
3094_96	k141_7690	101164	101469	-	306	1	0.453224
3094_97	k141_7690	101563	103680	-	2118	3	0.19644
3094_98	k141_7690	103702	104178	-	477	0	0
3094_99	k141_7690	104304	104687	-	384	0	0
3094_100	k141_7690	104920	105243	-	324	0	0
3094_101	k141_7690	105342	105827	-	486	1	0.285364
3094_102	k141_7690	105844	106893	-	1050	0	0
3094_103	k141_7690	106911	107213	-	303	0	0
3094_104	k141_7690	107410	109374	-	1965	0	0
3094_105	k141_7690	109488	109625	-	138	0	0
3094_106	k141_7690	110117	110995	-	879	0	0
3095_1	k141_14784	2	226	-	225	0	0
3095_2	k141_14784	223	1092	-	870	0	0
3096_1	k141_17023	357	1502	+	1146	1	0.121018
3097_1	k141_10011	2	340	+	339	0	0
3097_2	k141_10011	373	843	+	471	0	0
3097_3	k141_10011	853	1824	+	972	0	0
3097_4	k141_10011	1916	2725	+	810	0	0
3097_5	k141_10011	2978	4459	+	1482	0	0
3097_6	k141_10011	4559	5761	+	1203	0	0
3097_7	k141_10011	5846	7195	+	1350	5	0.513654
3097_8	k141_10011	7275	8486	-	1212	0	0
3097_9	k141_10011	8503	9534	-	1032	0	0
3097_10	k141_10011	9538	10827	-	1290	0	0
3097_11	k141_10011	11141	11722	-	582	2	0.476587
3097_12	k141_10011	11722	13092	-	1371	0	0
3097_13	k141_10011	13096	16281	-	3186	0	0
3097_14	k141_10011	16285	17493	-	1209	0	0
3097_15	k141_10011	17625	18503	+	879	0	0
3097_16	k141_10011	18570	18965	+	396	0	0
3098_1	k141_40125	1	303	+	303	0	0
3098_2	k141_40125	427	879	+	453	0	0
3098_3	k141_40125	920	2536	+	1617	0	0
3098_4	k141_40125	2745	5699	+	2955	0	0
3099_1	k141_5409	2	172	+	171	20	16.2207
3099_2	k141_5409	160	507	+	348	42	16.738
3099_3	k141_5409	609	2189	+	1581	227	19.9126
3099_4	k141_5409	2397	2510	-	114	13	15.8151
3100_1	k141_26229	2	127	-	126	1	1.10069
3100_2	k141_26229	141	353	-	213	1	0.651111
3100_3	k141_26229	498	1394	-	897	5	0.773059
3100_4	k141_26229	1533	2351	+	819	16	2.70939
3100_5	k141_26229	2369	2884	+	516	7	1.88141
3100_6	k141_26229	3027	3488	+	462	9	2.70169
3100_7	k141_26229	3867	5252	-	1386	10	1.00063
3100_8	k141_26229	5288	6073	-	786	8	1.41157
3100_9	k141_26229	6178	8430	+	2253	15	0.923347
3100_10	k141_26229	8443	9855	+	1413	6	0.588903
3101_1	k141_14788	2	451	-	450	0	0
3101_2	k141_14788	577	1218	-	642	0	0
3102_1	k141_935	2	277	-	276	0	0
3102_2	k141_935	475	987	+	513	0	0
3102_3	k141_935	1324	2532	+	1209	0	0
3102_4	k141_935	2755	3939	+	1185	0	0
3102_5	k141_935	4014	4499	-	486	0	0
3103_1	k141_33166	1	3687	+	3687	0	0
3104_1	k141_40127	3	812	+	810	5	0.856091
3104_2	k141_40127	889	1587	+	699	0	0
3105_1	k141_14791	3	89	+	87	0	0
3105_2	k141_14791	113	352	+	240	16	9.24578
3105_3	k141_14791	376	615	+	240	3	1.73358
3105_4	k141_14791	643	846	+	204	4	2.71935
3105_5	k141_14791	877	1047	+	171	4	3.24413
3106_1	k141_18841	157	2784	+	2628	3	0.158318
3106_2	k141_18841	2955	4019	+	1065	0	0
3106_3	k141_18841	4190	4465	-	276	0	0
3106_4	k141_18841	4769	5182	-	414	2	0.669984
3106_5	k141_18841	5446	5709	+	264	0	0
3106_6	k141_18841	5797	7590	-	1794	5	0.386529
3107_1	k141_33168	97	366	+	270	0	0
3107_2	k141_33168	442	1335	+	894	0	0
3108_1	k141_17027	177	2516	-	2340	0	0
3109_1	k141_40128	3	212	-	210	0	0
3109_2	k141_40128	209	430	-	222	0	0
3109_3	k141_40128	531	1160	-	630	0	0
3110_1	k141_5412	2	940	-	939	0	0
3110_2	k141_5412	1032	2255	-	1224	0	0
3111_1	k141_23912	1	183	+	183	0	0
3111_2	k141_23912	509	736	+	228	0	0
3111_3	k141_23912	746	964	+	219	0	0
3112_1	k141_35427	183	1319	-	1137	18	2.19557
3112_2	k141_35427	1306	1677	-	372	8	2.98251
3112_3	k141_35427	1680	1853	+	174	0	0
3112_4	k141_35427	1954	2994	+	1041	36	4.79608
3112_5	k141_35427	3005	3862	+	858	15	2.42459
3112_6	k141_35427	4118	4261	+	144	1	0.963102
3112_7	k141_35427	4339	5559	-	1221	52	5.90639
3112_8	k141_35427	5616	5852	+	237	5	2.92588
3112_9	k141_35427	5920	6249	-	330	10	4.20263
3112_10	k141_35427	6398	7306	+	909	45	6.86568
3112_11	k141_35427	7504	8685	+	1182	30	3.51997
3112_12	k141_35427	8682	9578	+	897	22	3.40146
3112_13	k141_35427	9911	10555	-	645	26	5.59047
3112_14	k141_35427	10582	12216	-	1635	47	3.98671
3112_15	k141_35427	12366	12683	-	318	20	8.72243
3112_16	k141_35427	13289	14614	+	1326	35	3.66066
3112_17	k141_35427	14939	15253	-	315	14	6.16385
3112_18	k141_35427	15291	15617	-	327	2	0.848237
3113_1	k141_40129	2	415	+	414	0	0
3113_2	k141_40129	412	1437	+	1026	0	0
3114_1	k141_10022	2	982	+	981	0	0
3114_2	k141_10022	1078	1215	+	138	0	0
3115_1	k141_3077	1	663	-	663	0	0
3115_2	k141_3077	686	1357	-	672	0	0
3115_3	k141_3077	1365	2249	-	885	0	0
3115_4	k141_3077	2255	2821	-	567	0	0
3115_5	k141_3077	2805	3401	-	597	0	0
3115_6	k141_3077	3581	6583	+	3003	0	0
3115_7	k141_3077	6609	7958	+	1350	0	0
3115_8	k141_3077	7997	9598	+	1602	0	0
3115_9	k141_3077	9692	10888	+	1197	5	0.57931
3115_10	k141_3077	11012	11722	+	711	0	0
3115_11	k141_3077	11744	12280	-	537	0	0
3115_12	k141_3077	12334	13941	-	1608	0	0
3116_1	k141_14795	1	624	-	624	3	0.666763
3116_2	k141_14795	689	1186	-	498	0	0
3116_3	k141_14795	1198	1827	-	630	0	0
3116_4	k141_14795	1820	2494	-	675	0	0
3116_5	k141_14795	2512	2637	-	126	0	0
3116_6	k141_14795	2634	2774	-	141	0	0
3116_7	k141_14795	2771	2944	-	174	0	0
3117_1	k141_18851	95	271	-	177	0	0
3117_2	k141_18851	524	1006	+	483	0	0
3118_1	k141_33169	155	2176	+	2022	440	30.1791
3118_2	k141_33169	2190	3332	+	1143	161	19.535
3119_1	k141_23916	1	87	-	87	0	0
3119_2	k141_23916	181	984	-	804	0	0
3119_3	k141_23916	1081	2079	-	999	0	0
3120_1	k141_10024	1	516	+	516	0	0
3120_2	k141_10024	516	1133	+	618	0	0
3120_3	k141_10024	1221	1961	-	741	0	0
3120_4	k141_10024	1983	2750	-	768	0	0
3120_5	k141_10024	2762	3007	-	246	0	0
3121_1	k141_5425	1	1023	+	1023	3	0.406706
3122_1	k141_26232	1	1350	-	1350	0	0
3122_2	k141_26232	1369	2241	-	873	0	0
3122_3	k141_26232	2282	3487	-	1206	0	0
3122_4	k141_26232	3548	4630	-	1083	0	0
3122_5	k141_26232	4651	5286	-	636	0	0
3122_6	k141_26232	5675	7378	-	1704	6	0.488333
3123_1	k141_40131	3	1136	+	1134	0	0
3123_2	k141_40131	1133	2593	+	1461	0	0
3123_3	k141_40131	2590	3540	+	951	0	0
3123_4	k141_40131	3574	4092	+	519	0	0
3124_1	k141_23917	1	630	-	630	0	0
3124_2	k141_23917	637	1191	-	555	0	0
3124_3	k141_23917	1207	1725	-	519	0	0
3125_1	k141_18852	1	639	+	639	0	0
3125_2	k141_18852	700	1017	-	318	0	0
3125_3	k141_18852	1105	3363	-	2259	0	0
3126_1	k141_3084	3	218	+	216	0	0
3126_2	k141_3084	184	378	+	195	0	0
3126_3	k141_3084	385	1107	+	723	2	0.383642
3126_4	k141_3084	1112	1840	+	729	0	0
3126_5	k141_3084	1882	2133	-	252	0	0
3127_1	k141_5426	1	1794	-	1794	0	0
3128_1	k141_7695	1	195	-	195	0	0
3128_2	k141_7695	281	2446	-	2166	0	0
3128_3	k141_7695	2471	4372	-	1902	0	0
3128_4	k141_7695	4637	6604	+	1968	0	0
3128_5	k141_7695	6669	8018	-	1350	0	0
3128_6	k141_7695	8312	9961	+	1650	0	0
3129_1	k141_40132	1	519	+	519	0	0
3129_2	k141_40132	532	816	+	285	0	0
3129_3	k141_40132	859	1329	+	471	0	0
3129_4	k141_40132	1326	1652	+	327	0	0
3129_5	k141_40132	1657	2178	+	522	0	0
3130_1	k141_33171	3	350	-	348	0	0
3130_2	k141_33171	397	1257	-	861	0	0
3130_3	k141_33171	1196	1294	-	99	0	0
3130_4	k141_33171	1351	2265	+	915	0	0
3130_5	k141_33171	2286	3227	-	942	0	0
3130_6	k141_33171	3257	4240	-	984	0	0
3131_1	k141_18860	1	657	-	657	0	0
3131_2	k141_18860	767	1315	-	549	0	0
3131_3	k141_18860	1447	1683	-	237	0	0
3132_1	k141_40135	1	318	-	318	0	0
3132_2	k141_40135	322	933	-	612	0	0
3132_3	k141_40135	978	1346	-	369	0	0
3132_4	k141_40135	1359	1958	-	600	0	0
3133_1	k141_5427	1	312	-	312	0	0
3133_2	k141_5427	320	4399	-	4080	0	0
3134_1	k141_26244	3	1910	-	1908	1	0.0726869
3135_1	k141_3086	3	527	+	525	0	0
3135_2	k141_3086	654	1109	+	456	0	0
3135_3	k141_3086	1121	1633	+	513	0	0
3135_4	k141_3086	1626	2018	+	393	0	0
3135_5	k141_3086	2023	2487	+	465	0	0
3135_6	k141_3086	2564	3730	+	1167	0	0
3135_7	k141_3086	3766	4926	-	1161	0	0
3136_1	k141_10034	3	2534	+	2532	3	0.164321
3136_2	k141_10034	2549	2836	+	288	0	0
3136_3	k141_10034	2826	3050	+	225	2	1.23277
3136_4	k141_10034	3047	3544	+	498	0	0
3136_5	k141_10034	3555	4235	+	681	2	0.407303
3137_1	k141_14809	2	229	+	228	0	0
3137_2	k141_14809	246	1133	+	888	7	1.09325
3137_3	k141_14809	1154	2041	+	888	2	0.312357
3137_4	k141_14809	2076	3875	+	1800	1	0.0770482
3137_5	k141_14809	3940	5634	+	1695	1	0.0818211
3138_1	k141_10035	2	307	+	306	0	0
3138_2	k141_10035	521	892	+	372	1	0.372814
3138_3	k141_10035	1170	1367	+	198	0	0
3139_1	k141_14810	2	184	-	183	0	0
3139_2	k141_14810	178	408	-	231	0	0
3139_3	k141_14810	412	1044	-	633	0	0
3139_4	k141_14810	1482	1616	-	135	0	0
3140_1	k141_40144	3	245	-	243	0	0
3140_2	k141_40144	334	705	+	372	0	0
3140_3	k141_40144	709	1242	+	534	0	0
3141_1	k141_30505	298	1029	+	732	15	2.84194
3141_2	k141_30505	1147	2064	+	918	27	4.07902
3141_3	k141_30505	2089	2859	+	771	19	3.4177
3141_4	k141_30505	3129	3698	+	570	23	5.59613
3141_5	k141_30505	3762	4673	+	912	24	3.64965
3141_6	k141_30505	4678	5322	+	645	25	5.37545
3141_7	k141_30505	5871	8096	+	2226	61	3.80049
3141_8	k141_30505	8097	9095	+	999	13	1.80473
3141_9	k141_30505	9568	11478	+	1911	49	3.55607
3141_10	k141_30505	11705	12748	+	1044	23	3.05536
3141_11	k141_30505	13165	14532	-	1368	47	4.76482
3141_12	k141_30505	14713	16026	-	1314	42	4.43291
3141_13	k141_30505	16333	17118	-	786	25	4.41115
3141_14	k141_30505	17285	19156	-	1872	59	4.371
3141_15	k141_30505	19168	19818	-	651	24	5.11287
3141_16	k141_30505	20551	20934	-	384	25	9.02908
3141_17	k141_30505	21171	22493	-	1323	69	7.23309
3141_18	k141_30505	22521	22889	+	369	6	2.25507
3141_19	k141_30505	23282	24364	+	1083	51	6.53095
3141_20	k141_30505	24714	25283	+	570	19	4.62289
3141_21	k141_30505	25284	26189	+	906	45	6.88841
3141_22	k141_30505	26186	28147	+	1962	76	5.37217
3141_23	k141_30505	28135	29604	+	1470	42	3.96248
3141_24	k141_30505	29610	30662	+	1053	21	2.76583
3141_25	k141_30505	30674	31510	+	837	26	4.30807
3142_1	k141_14815	2	466	-	465	0	0
3142_2	k141_14815	770	1135	+	366	0	0
3143_1	k141_10038	2	325	+	324	0	0
3143_2	k141_10038	315	1862	+	1548	0	0
3143_3	k141_10038	1870	1983	+	114	0	0
3144_1	k141_5439	2	103	+	102	0	0
3144_2	k141_5439	265	1380	+	1116	0	0
3144_3	k141_5439	1408	1902	+	495	0	0
3145_1	k141_23918	2	1282	+	1281	169	18.2967
3145_2	k141_23918	1405	3762	-	2358	394	23.1733
3145_3	k141_23918	3768	5159	-	1392	227	22.6163
3145_4	k141_23918	5373	6041	-	669	98	20.3158
3145_5	k141_23918	6140	8080	-	1941	309	22.0784
3145_6	k141_23918	8102	11425	-	3324	506	21.1118
3146_1	k141_14818	237	449	+	213	0	0
3146_2	k141_14818	834	1067	+	234	0	0
3147_1	k141_14819	1	1014	+	1014	1	0.136772
3148_1	k141_10042	2	931	+	930	5	0.745627
3149_1	k141_40145	3	155	-	153	0	0
3149_2	k141_40145	184	768	-	585	0	0
3149_3	k141_40145	784	1440	-	657	0	0
3149_4	k141_40145	1467	2459	-	993	0	0
3149_5	k141_40145	2483	3820	-	1338	0	0
3149_6	k141_40145	3859	4533	-	675	0	0
3150_1	k141_26255	261	1799	-	1539	43	3.87494
3150_2	k141_26255	2088	3146	+	1059	30	3.9288
3150_3	k141_26255	3498	3974	+	477	18	5.23346
3150_4	k141_26255	4005	5699	+	1695	49	4.00923
3151_1	k141_30522	2	1072	-	1071	0	0
3152_1	k141_26256	187	990	-	804	0	0
3152_2	k141_26256	990	2141	-	1152	0	0
3153_1	k141_14820	2	271	+	270	0	0
3153_2	k141_14820	274	480	+	207	0	0
3153_3	k141_14820	426	794	-	369	0	0
3153_4	k141_14820	787	1224	-	438	0	0
3153_5	k141_14820	1363	1836	+	474	0	0
3153_6	k141_14820	1963	2274	+	312	0	0
3153_7	k141_14820	2297	3130	+	834	0	0
3153_8	k141_14820	3268	4566	-	1299	0	0
3154_1	k141_3088	1	780	-	780	66	11.735
3154_2	k141_3088	850	1332	-	483	15	4.30704
3154_3	k141_3088	2417	3835	-	1419	45	4.3981
3154_4	k141_3088	3967	5337	-	1371	37	3.74282
3154_5	k141_3088	5451	7097	-	1647	70	5.8944
3154_6	k141_3088	7114	8400	-	1287	23	2.47847
3154_7	k141_3088	8609	11734	+	3126	89	3.94853
3155_1	k141_26259	2	1105	+	1104	0	0
3156_1	k141_26264	1	537	+	537	0	0
3156_2	k141_26264	651	956	+	306	0	0
3157_1	k141_21250	511	1566	-	1056	0	0
3157_2	k141_21250	1641	2186	-	546	0	0
3157_3	k141_21250	2180	3703	-	1524	0	0
3157_4	k141_21250	3700	4515	-	816	0	0
3157_5	k141_21250	4524	5201	-	678	0	0
3157_6	k141_21250	5188	5469	-	282	0	0
3157_7	k141_21250	5471	6208	-	738	0	0
3157_8	k141_21250	6205	6918	-	714	0	0
3157_9	k141_21250	6915	7709	-	795	0	0
3157_10	k141_21250	7720	8505	-	786	0	0
3157_11	k141_21250	8502	9227	-	726	0	0
3157_12	k141_21250	9227	10282	-	1056	0	0
3157_13	k141_21250	10263	11036	-	774	0	0
3157_14	k141_21250	11029	11598	-	570	0	0
3157_15	k141_21250	11588	12193	-	606	0	0
3157_16	k141_21250	12187	13326	-	1140	0	0
3157_17	k141_21250	13323	13955	-	633	0	0
3157_18	k141_21250	13966	14925	-	960	0	0
3157_19	k141_21250	14922	16301	-	1380	0	0
3157_20	k141_21250	16981	17892	-	912	0	0
3157_21	k141_21250	18081	18881	-	801	0	0
3157_22	k141_21250	19405	19689	+	285	0	0
3157_23	k141_21250	19686	20498	+	813	0	0
3157_24	k141_21250	20517	22181	+	1665	0	0
3157_25	k141_21250	22192	22866	+	675	0	0
3157_26	k141_21250	22881	23402	+	522	0	0
3157_27	k141_21250	23418	25250	+	1833	0	0
3157_28	k141_21250	25240	25590	+	351	0	0
3157_29	k141_21250	25610	25885	+	276	0	0
3157_30	k141_21250	25910	26365	+	456	0	0
3157_31	k141_21250	26365	26997	+	633	0	0
3157_32	k141_21250	26994	27485	+	492	0	0
3157_33	k141_21250	27489	27764	+	276	0	0
3157_34	k141_21250	27774	28784	+	1011	0	0
3157_35	k141_21250	28781	30175	+	1395	0	0
3157_36	k141_21250	30187	31299	+	1113	0	0
3157_37	k141_21250	31296	32651	+	1356	0	0
3157_38	k141_21250	32654	33208	+	555	0	0
3157_39	k141_21250	33208	33558	+	351	0	0
3157_40	k141_21250	33563	34015	+	453	0	0
3157_41	k141_21250	34000	35214	+	1215	0	0
3157_42	k141_21250	35378	36244	+	867	0	0
3157_43	k141_21250	36491	37570	-	1080	0	0
3157_44	k141_21250	37588	38916	-	1329	7	0.730479
3157_45	k141_21250	39069	40400	+	1332	4	0.416477
3157_46	k141_21250	40442	42277	-	1836	0	0
3157_47	k141_21250	42274	45819	-	3546	0	0
3157_48	k141_21250	45816	48701	-	2886	5	0.240275
3157_49	k141_21250	48830	52204	-	3375	2	0.0821847
3157_50	k141_21250	52217	52540	-	324	0	0
3157_51	k141_21250	52525	52938	-	414	0	0
3157_52	k141_21250	52935	53498	-	564	0	0
3157_53	k141_21250	53489	53956	-	468	0	0
3157_54	k141_21250	54177	54971	-	795	2	0.348897
3157_55	k141_21250	54978	55853	-	876	0	0
3157_56	k141_21250	56149	58395	-	2247	1	0.0617208
3157_57	k141_21250	58408	58938	-	531	15	3.9177
3157_58	k141_21250	58935	59033	-	99	0	0
3157_59	k141_21250	59380	59604	+	225	5	3.08193
3157_60	k141_21250	59621	60316	+	696	1	0.199262
3157_61	k141_21250	60398	61111	+	714	0	0
3157_62	k141_21250	61236	61454	+	219	0	0
3157_63	k141_21250	61692	62732	+	1041	5	0.666122
3157_64	k141_21250	62867	64060	-	1194	0	0
3157_65	k141_21250	64053	66212	-	2160	1	0.0642068
3157_66	k141_21250	66834	67850	+	1017	2	0.272737
3157_67	k141_21250	67811	68290	-	480	0	0
3157_68	k141_21250	68287	69060	-	774	0	0
3157_69	k141_21250	69129	70556	-	1428	0	0
3157_70	k141_21250	70564	71901	-	1338	0	0
3157_71	k141_21250	72196	73206	+	1011	0	0
3157_72	k141_21250	73246	74508	-	1263	9	0.988266
3157_73	k141_21250	74642	75568	+	927	0	0
3157_74	k141_21250	75555	76247	-	693	0	0
3157_75	k141_21250	76383	76709	+	327	0	0
3157_76	k141_21250	76992	77123	-	132	0	0
3157_77	k141_21250	77203	78093	+	891	0	0
3157_78	k141_21250	78086	78988	+	903	0	0
3157_79	k141_21250	79001	80128	+	1128	0	0
3157_80	k141_21250	80145	81431	+	1287	0	0
3157_81	k141_21250	81502	82629	+	1128	0	0
3157_82	k141_21250	82740	84086	-	1347	0	0
3157_83	k141_21250	84208	85641	-	1434	0	0
3157_84	k141_21250	85660	86901	-	1242	0	0
3157_85	k141_21250	87142	88137	+	996	0	0
3157_86	k141_21250	88138	89556	-	1419	11	1.07509
3157_87	k141_21250	89868	90629	-	762	0	0
3157_88	k141_21250	91173	92348	+	1176	0	0
3157_89	k141_21250	92574	93269	-	696	0	0
3157_90	k141_21250	93513	94691	-	1179	0	0
3157_91	k141_21250	94822	95694	-	873	0	0
3157_92	k141_21250	95791	96252	+	462	0	0
3157_93	k141_21250	96389	97618	+	1230	2	0.225507
3157_94	k141_21250	97735	98607	+	873	0	0
3157_95	k141_21250	98993	99694	+	702	0	0
3157_96	k141_21250	99699	100283	+	585	0	0
3157_97	k141_21250	100422	101138	+	717	0	0
3157_98	k141_21250	101196	101846	-	651	0	0
3157_99	k141_21250	101861	102856	-	996	0	0
3157_100	k141_21250	102847	105333	-	2487	0	0
3157_101	k141_21250	105345	106046	-	702	0	0
3157_102	k141_21250	106172	106777	-	606	0	0
3157_103	k141_21250	107172	107894	-	723	0	0
3157_104	k141_21250	107936	108253	-	318	0	0
3157_105	k141_21250	108637	108846	+	210	0	0
3157_106	k141_21250	109047	109931	-	885	0	0
3157_107	k141_21250	110012	110518	+	507	0	0
3157_108	k141_21250	110694	111155	-	462	0	0
3157_109	k141_21250	111305	111916	+	612	0	0
3157_110	k141_21250	112930	113532	+	603	0	0
3157_111	k141_21250	114100	114690	+	591	0	0
3157_112	k141_21250	115189	115737	+	549	0	0
3157_113	k141_21250	115810	116349	+	540	0	0
3157_114	k141_21250	116405	117109	+	705	0	0
3157_115	k141_21250	117183	119513	+	2331	0	0
3158_1	k141_26265	3	305	+	303	0	0
3158_2	k141_26265	319	1179	+	861	0	0
3159_1	k141_44656	232	2319	-	2088	0	0
3159_2	k141_44656	2388	2978	-	591	0	0
3159_3	k141_44656	2999	4768	-	1770	8	0.626833
3159_4	k141_44656	4744	5067	-	324	0	0
3159_5	k141_44656	5162	6463	-	1302	0	0
3159_6	k141_44656	6582	8018	-	1437	2	0.193023
3159_7	k141_44656	8357	8833	+	477	0	0
3159_8	k141_44656	8853	10112	-	1260	1	0.110069
3159_9	k141_44656	10347	10640	+	294	2	0.943447
