# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/K21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam
5966_13	k141_19254	10810	10914	+	105	0
5967_1	k141_38393	1	390	-	390	0
5967_2	k141_38393	429	1448	-	1020	0
5968_1	k141_36210	2	172	+	171	0
5968_2	k141_36210	157	1128	-	972	1
5968_3	k141_36210	1324	2511	+	1188	1
5968_4	k141_36210	2621	4093	+	1473	1
5968_5	k141_36210	4558	6042	-	1485	0
5968_6	k141_36210	5993	7870	-	1878	0
5968_7	k141_36210	7860	8378	-	519	0
5968_8	k141_36210	8371	9225	-	855	2
5968_9	k141_36210	9326	9955	-	630	0
5969_1	k141_41146	24	794	+	771	0
5969_2	k141_41146	806	2077	+	1272	0
5969_3	k141_41146	2112	2513	+	402	0
5970_1	k141_22017	2	307	+	306	0
5970_2	k141_22017	352	1686	+	1335	0
5970_3	k141_22017	1922	2515	-	594	0
5970_4	k141_22017	2505	2975	-	471	0
5970_5	k141_22017	2979	3515	-	537	0
5971_1	k141_36212	3	626	-	624	0
5971_2	k141_36212	713	1612	-	900	0
5972_1	k141_3854	1640	3562	+	1923	496
5972_2	k141_3854	3665	3901	-	237	43
5973_1	k141_15634	2	496	+	495	0
5973_2	k141_15634	552	1307	-	756	1
5973_3	k141_15634	1438	2775	-	1338	0
5973_4	k141_15634	2824	3066	-	243	0
5974_1	k141_42933	1	834	-	834	0
5974_2	k141_42933	845	2452	-	1608	0
5974_3	k141_42933	2873	4414	+	1542	0
5974_4	k141_42933	4516	4932	+	417	0
5975_1	k141_33783	2	1120	+	1119	0
5975_2	k141_33783	1374	3617	-	2244	0
5975_3	k141_33783	3708	5798	-	2091	0
5975_4	k141_33783	5859	6350	+	492	0
5975_5	k141_33783	6485	7357	+	873	0
5975_6	k141_33783	7412	8551	+	1140	0
5975_7	k141_33783	8555	9466	-	912	0
5975_8	k141_33783	9574	10476	+	903	0
5975_9	k141_33783	10663	11451	-	789	1
5975_10	k141_33783	11471	13186	-	1716	0
5975_11	k141_33783	13202	14791	-	1590	0
5975_12	k141_33783	14797	15654	-	858	0
5975_13	k141_33783	15682	16416	-	735	0
5975_14	k141_33783	16430	18598	-	2169	0
5975_15	k141_33783	18609	19877	-	1269	0
5975_16	k141_33783	19884	22355	-	2472	0
5975_17	k141_33783	22554	25523	-	2970	0
5975_18	k141_33783	25815	26048	+	234	0
5976_1	k141_12638	269	934	-	666	15
5976_2	k141_12638	1107	2321	+	1215	0
5976_3	k141_12638	2299	2757	+	459	8
5976_4	k141_12638	2935	3531	+	597	5
5976_5	k141_12638	3684	4325	-	642	0
5976_6	k141_12638	4391	5107	-	717	0
5976_7	k141_12638	5231	6094	+	864	1
5976_8	k141_12638	6168	7427	-	1260	0
5976_9	k141_12638	7702	8319	+	618	0
5976_10	k141_12638	8325	10001	-	1677	0
5976_11	k141_12638	10259	10882	+	624	1
5976_12	k141_12638	10937	11068	+	132	0
5977_1	k141_3856	2	316	+	315	42
5977_2	k141_3856	352	1113	+	762	131
5977_3	k141_3856	1058	1249	+	192	49
5977_4	k141_3856	1687	1902	+	216	41
5977_5	k141_3856	1919	2191	+	273	37
5977_6	k141_3856	2193	2525	+	333	38
5978_1	k141_15639	1	570	+	570	0
5978_2	k141_15639	588	1025	-	438	0
5979_1	k141_41149	1	942	+	942	2
5979_2	k141_41149	991	3837	-	2847	4
5979_3	k141_41149	4065	4688	+	624	2
5980_1	k141_36217	3	233	+	231	0
5980_2	k141_36217	223	906	-	684	0
5980_3	k141_36217	912	2348	-	1437	1
5981_1	k141_12642	2	682	-	681	2
5982_1	k141_15640	1	1203	+	1203	0
5983_1	k141_29229	58	534	+	477	535
5983_2	k141_29229	621	842	+	222	276
5983_3	k141_29229	922	1290	+	369	433
5983_4	k141_29229	1380	1754	+	375	492
5983_5	k141_29229	1751	1945	+	195	228
5983_6	k141_29229	2843	3172	-	330	354
5983_7	k141_29229	3344	4402	-	1059	943
5983_8	k141_29229	4600	5073	-	474	353
5983_9	k141_29229	5192	6157	-	966	779
5983_10	k141_29229	6566	7993	+	1428	1215
5983_11	k141_29229	8067	9425	-	1359	1102
5983_12	k141_29229	9692	10642	-	951	630
5983_13	k141_29229	10667	11491	-	825	596
5983_14	k141_29229	11574	11828	-	255	184
5983_15	k141_29229	11825	12076	-	252	240
5983_16	k141_29229	12555	13454	+	900	687
5983_17	k141_29229	13460	14764	+	1305	927
5983_18	k141_29229	14761	15831	+	1071	618
5983_19	k141_29229	15831	16898	+	1068	756
5983_20	k141_29229	16898	17488	+	591	371
5983_21	k141_29229	17488	18225	+	738	445
5983_22	k141_29229	18207	18983	+	777	497
5983_23	k141_29229	18977	19588	+	612	469
5983_24	k141_29229	19774	20751	-	978	710
5983_25	k141_29229	20897	22063	-	1167	1006
5983_26	k141_29229	22310	23716	-	1407	1111
5983_27	k141_29229	23859	24962	-	1104	644
5983_28	k141_29229	25304	26410	-	1107	620
5983_29	k141_29229	26407	27195	-	789	252
5983_30	k141_29229	27192	28160	-	969	518
5983_31	k141_29229	28109	29299	-	1191	592
5983_32	k141_29229	29356	30603	-	1248	704
5983_33	k141_29229	30600	31157	-	558	282
5983_34	k141_29229	31165	32040	-	876	587
5983_35	k141_29229	32098	32997	-	900	787
5983_36	k141_29229	32997	34082	-	1086	856
5983_37	k141_29229	34455	35348	-	894	873
5983_38	k141_29229	35523	36917	-	1395	1053
5983_39	k141_29229	36928	38148	-	1221	748
5983_40	k141_29229	38145	39425	-	1281	1045
5983_41	k141_29229	39991	41469	-	1479	1142
5983_42	k141_29229	41471	42865	-	1395	974
5983_43	k141_29229	42919	44289	-	1371	959
5983_44	k141_29229	44482	45918	-	1437	1161
5983_45	k141_29229	45921	47144	-	1224	702
5983_46	k141_29229	47141	47623	-	483	257
5983_47	k141_29229	47623	48588	-	966	578
5983_48	k141_29229	48591	49712	-	1122	790
5983_49	k141_29229	49739	50287	-	549	359
5983_50	k141_29229	50303	51049	-	747	462
5983_51	k141_29229	51130	52350	-	1221	809
5983_52	k141_29229	52325	53542	-	1218	751
5983_53	k141_29229	53539	54027	-	489	191
5983_54	k141_29229	54030	54869	-	840	521
5983_55	k141_29229	54962	57124	-	2163	1805
5983_56	k141_29229	57127	57570	-	444	242
5983_57	k141_29229	57576	58715	-	1140	932
5983_58	k141_29229	59374	60957	+	1584	1408
5983_59	k141_29229	61025	62878	-	1854	1257
5983_60	k141_29229	62900	63481	-	582	375
5983_61	k141_29229	63573	64214	-	642	564
5983_62	k141_29229	64532	67849	+	3318	2549
5983_63	k141_29229	67959	68807	-	849	626
5983_64	k141_29229	68941	70293	+	1353	980
5983_65	k141_29229	70306	72246	-	1941	1301
5983_66	k141_29229	72243	72830	-	588	415
5983_67	k141_29229	73001	73660	-	660	699
5983_68	k141_29229	74225	74371	+	147	219
5983_69	k141_29229	74541	75788	+	1248	1063
5983_70	k141_29229	75788	78910	+	3123	2172
5983_71	k141_29229	78911	81988	+	3078	2231
5983_72	k141_29229	81989	83404	+	1416	933
5983_73	k141_29229	83401	84804	+	1404	829
5983_74	k141_29229	84801	85523	+	723	475
5983_75	k141_29229	85703	86035	+	333	303
5983_76	k141_29229	86160	86765	-	606	393
5983_77	k141_29229	86826	88934	-	2109	1490
5983_78	k141_29229	88945	89661	-	717	386
5983_79	k141_29229	89661	90875	-	1215	901
5983_80	k141_29229	91363	92724	+	1362	1365
5983_81	k141_29229	93224	93541	-	318	395
5983_82	k141_29229	93956	94855	+	900	761
5983_83	k141_29229	94937	95716	-	780	569
5983_84	k141_29229	95816	96856	-	1041	782
5983_85	k141_29229	96904	98259	-	1356	835
5983_86	k141_29229	98263	98547	-	285	135
5983_87	k141_29229	98578	99030	-	453	262
5983_88	k141_29229	99040	100302	-	1263	767
5983_89	k141_29229	100331	101185	-	855	585
5983_90	k141_29229	101412	102464	-	1053	975
5983_91	k141_29229	102721	103998	+	1278	907
5983_92	k141_29229	103995	104999	+	1005	787
5983_93	k141_29229	104996	105961	+	966	600
5983_94	k141_29229	105935	106681	-	747	481
5983_95	k141_29229	106733	107551	-	819	462
5983_96	k141_29229	107616	108416	-	801	616
5983_97	k141_29229	108413	109201	-	789	589
5983_98	k141_29229	109364	109483	+	120	61
5983_99	k141_29229	109424	109696	-	273	229
5983_100	k141_29229	109817	110641	+	825	712
5983_101	k141_29229	110860	111198	+	339	360
5983_102	k141_29229	111280	112314	-	1035	696
5983_103	k141_29229	112330	114810	-	2481	1959
5983_104	k141_29229	114826	115500	-	675	498
5983_105	k141_29229	115581	116123	-	543	436
5983_106	k141_29229	116417	116698	-	282	336
5983_107	k141_29229	116961	118070	-	1110	1102
5983_108	k141_29229	118202	120235	+	2034	1505
5983_109	k141_29229	120376	124164	+	3789	2912
5983_110	k141_29229	124174	127806	+	3633	2922
5983_111	k141_29229	128815	129903	+	1089	941
5983_112	k141_29229	129914	132193	+	2280	1543
5983_113	k141_29229	132186	133322	+	1137	689
5983_114	k141_29229	133319	135322	+	2004	1453
5983_115	k141_29229	135447	135908	+	462	305
5983_116	k141_29229	135949	136419	-	471	260
5983_117	k141_29229	136466	137185	-	720	520
5983_118	k141_29229	137182	138867	-	1686	1276
5983_119	k141_29229	139089	139820	+	732	725
5983_120	k141_29229	139880	139987	+	108	23
5983_121	k141_29229	139968	140699	-	732	571
5983_122	k141_29229	140704	141630	-	927	614
5983_123	k141_29229	141623	142780	-	1158	698
5983_124	k141_29229	142787	143704	-	918	587
5983_125	k141_29229	143894	146161	-	2268	2003
5983_126	k141_29229	146387	148102	+	1716	1325
5983_127	k141_29229	148141	149073	-	933	660
5983_128	k141_29229	149247	149834	-	588	538
5983_129	k141_29229	150004	150582	+	579	500
5983_130	k141_29229	150702	151088	-	387	306
5983_131	k141_29229	151155	151463	-	309	207
5983_132	k141_29229	151516	152952	-	1437	1132
5983_133	k141_29229	153646	154596	-	951	1091
5983_134	k141_29229	154835	155233	+	399	320
5983_135	k141_29229	155230	155925	+	696	543
5983_136	k141_29229	156055	156939	+	885	711
5983_137	k141_29229	157089	157808	+	720	553
5983_138	k141_29229	157811	158050	+	240	111
5983_139	k141_29229	158244	159482	+	1239	872
5983_140	k141_29229	159476	160711	+	1236	1071
5983_141	k141_29229	160954	161964	-	1011	854
5983_142	k141_29229	161980	163500	-	1521	1092
5983_143	k141_29229	163561	164559	-	999	827
5983_144	k141_29229	164839	165879	-	1041	943
5983_145	k141_29229	166021	167178	-	1158	987
5983_146	k141_29229	167195	167863	-	669	456
5983_147	k141_29229	168121	168957	+	837	742
5983_148	k141_29229	168989	170980	-	1992	1453
5983_149	k141_29229	171272	172741	-	1470	1357
5983_150	k141_29229	172946	173827	-	882	698
5983_151	k141_29229	173926	174975	+	1050	895
5983_152	k141_29229	175049	175906	+	858	641
5983_153	k141_29229	175910	176998	+	1089	855
5983_154	k141_29229	177266	178207	-	942	828
5983_155	k141_29229	178337	179035	+	699	405
5983_156	k141_29229	179102	180352	-	1251	783
5983_157	k141_29229	180446	181384	-	939	664
5983_158	k141_29229	181372	182313	-	942	804
5983_159	k141_29229	182769	184460	-	1692	1489
5983_160	k141_29229	184477	185415	-	939	560
5983_161	k141_29229	185415	186545	-	1131	801
5983_162	k141_29229	186912	188093	+	1182	895
5983_163	k141_29229	188090	188344	-	255	183
5983_164	k141_29229	188499	189071	+	573	474
5983_165	k141_29229	189294	190760	+	1467	1263
5983_166	k141_29229	190878	191864	+	987	804
5983_167	k141_29229	191903	192616	+	714	461
5983_168	k141_29229	193028	193594	+	567	655
5983_169	k141_29229	193775	195331	+	1557	1321
5983_170	k141_29229	195413	197227	+	1815	1221
5983_171	k141_29229	197228	198322	+	1095	715
5983_172	k141_29229	198322	199347	+	1026	626
5983_173	k141_29229	199349	200938	+	1590	1181
5983_174	k141_29229	200942	201286	-	345	247
5983_175	k141_29229	201620	202810	-	1191	929
5983_176	k141_29229	202838	203533	-	696	600
5983_177	k141_29229	203683	205443	+	1761	1350
5983_178	k141_29229	205568	205852	+	285	236
5983_179	k141_29229	205991	206998	-	1008	932
5983_180	k141_29229	207180	207407	+	228	195
5983_181	k141_29229	207427	209187	+	1761	1665
5983_182	k141_29229	209440	209595	-	156	161
5983_183	k141_29229	209576	209674	-	99	142
5983_184	k141_29229	210175	210378	-	204	357
5983_185	k141_29229	210698	211345	+	648	543
5983_186	k141_29229	211380	212432	-	1053	851
5983_187	k141_29229	212429	212986	-	558	273
5983_188	k141_29229	212983	214926	-	1944	1252
5983_189	k141_29229	214923	215402	-	480	238
5983_190	k141_29229	215399	215608	-	210	96
5983_191	k141_29229	215605	216342	-	738	498
5983_192	k141_29229	216384	217046	-	663	416
5983_193	k141_29229	217043	217660	-	618	384
5983_194	k141_29229	217679	218281	-	603	403
5983_195	k141_29229	218291	218740	-	450	252
5983_196	k141_29229	218737	219600	-	864	519
5983_197	k141_29229	219587	220282	-	696	415
5983_198	k141_29229	220289	222775	-	2487	2101
5983_199	k141_29229	222772	223035	-	264	116
5983_200	k141_29229	223025	223519	-	495	362
5983_201	k141_29229	223628	223792	+	165	110
5983_202	k141_29229	223927	224415	+	489	291
5983_203	k141_29229	224565	226211	-	1647	1206
5983_204	k141_29229	226429	228072	-	1644	1297
5983_205	k141_29229	228148	228798	-	651	364
5983_206	k141_29229	228798	229862	-	1065	607
5983_207	k141_29229	229936	230991	-	1056	785
5983_208	k141_29229	231103	232230	-	1128	1052
5983_209	k141_29229	232969	235641	+	2673	2211
5983_210	k141_29229	235658	236308	+	651	414
5983_211	k141_29229	236394	239243	-	2850	2245
5983_212	k141_29229	239410	241236	+	1827	1837
5983_213	k141_29229	241233	242618	+	1386	954
5983_214	k141_29229	242814	243476	+	663	461
5983_215	k141_29229	243476	244126	+	651	382
5983_216	k141_29229	244123	245445	+	1323	1013
5983_217	k141_29229	245476	246660	+	1185	1006
5983_218	k141_29229	246734	247510	-	777	651
5983_219	k141_29229	247515	249164	-	1650	1559
5983_220	k141_29229	249165	253559	-	4395	3573
5983_221	k141_29229	253703	254326	-	624	421
5983_222	k141_29229	254323	256011	-	1689	1394
5983_223	k141_29229	256160	258787	-	2628	2200
5984_1	k141_10589	54	254	-	201	0
5984_2	k141_10589	315	1094	-	780	0
5984_3	k141_10589	1091	1798	-	708	0
5984_4	k141_10589	1818	2792	-	975	0
5984_5	k141_10589	2890	3576	-	687	0
5984_6	k141_10589	3846	4535	+	690	0
5984_7	k141_10589	4552	5415	+	864	0
5984_8	k141_10589	5483	6463	+	981	0
5984_9	k141_10589	6656	7495	-	840	0
5984_10	k141_10589	7536	8759	-	1224	0
5984_11	k141_10589	8798	9568	-	771	0
5984_12	k141_10589	9787	10176	-	390	0
5985_1	k141_38411	1	633	-	633	1
5985_2	k141_38411	645	1235	-	591	0
5986_1	k141_42942	29	943	-	915	1
5987_1	k141_41150	3	71	-	69	0
5987_2	k141_41150	250	687	+	438	0
5987_3	k141_41150	684	1139	+	456	0
5987_4	k141_41150	1172	1597	-	426	3
5988_1	k141_17570	42	542	+	501	150
5988_2	k141_17570	526	756	+	231	44
5988_3	k141_17570	796	1047	+	252	43
5988_4	k141_17570	1075	2937	+	1863	386
5988_5	k141_17570	2937	4172	+	1236	305
5988_6	k141_17570	4407	5264	+	858	244
5988_7	k141_17570	5271	6275	+	1005	214
5988_8	k141_17570	6297	7001	+	705	194
5988_9	k141_17570	7094	9046	-	1953	540
5988_10	k141_17570	9315	9803	-	489	147
5988_11	k141_17570	10019	10555	-	537	173
5988_12	k141_17570	10591	11880	-	1290	303
5988_13	k141_17570	12412	12597	+	186	72
5988_14	k141_17570	12675	12899	+	225	81
5989_1	k141_19255	3	479	+	477	2
5989_2	k141_19255	581	2389	-	1809	1
5989_3	k141_19255	2493	3971	+	1479	3
5989_4	k141_19255	4063	4470	+	408	1
5989_5	k141_19255	4611	7034	-	2424	0
5989_6	k141_19255	7063	7725	-	663	0
5989_7	k141_19255	7742	10027	-	2286	0
5990_1	k141_3861	3	845	-	843	0
5990_2	k141_3861	899	2743	-	1845	0
5991_1	k141_36219	3	272	-	270	0
5991_2	k141_36219	287	3613	-	3327	0
5992_1	k141_15642	2	229	+	228	0
5992_2	k141_15642	412	585	+	174	0
5992_3	k141_15642	658	1071	+	414	0
5992_4	k141_15642	1083	1214	+	132	0
5993_1	k141_33784	158	847	+	690	0
5993_2	k141_33784	921	1250	-	330	0
5993_3	k141_33784	1523	3208	-	1686	0
5993_4	k141_33784	3650	4918	-	1269	0
5993_5	k141_33784	5082	5873	-	792	0
5994_1	k141_19257	3	203	+	201	0
5994_2	k141_19257	200	520	+	321	0
5994_3	k141_19257	510	950	+	441	0
5994_4	k141_19257	950	1261	+	312	0
5995_1	k141_3864	1	1095	+	1095	12
5996_1	k141_15645	1	1080	-	1080	0
5997_1	k141_33786	2	1243	-	1242	15
5998_1	k141_19259	3	614	-	612	0
5998_2	k141_19259	618	1745	-	1128	0
5998_3	k141_19259	1780	2475	-	696	0
5999_1	k141_10590	3	545	-	543	0
5999_2	k141_10590	674	3136	+	2463	5
5999_3	k141_10590	4037	4423	+	387	231
6000_1	k141_17571	81	869	+	789	0
6000_2	k141_17571	808	957	+	150	0
6000_3	k141_17571	1129	1599	+	471	0
6000_4	k141_17571	1608	2540	-	933	0
6000_5	k141_17571	2733	3350	-	618	0
6000_6	k141_17571	3347	4252	-	906	0
6001_1	k141_38421	3	134	-	132	0
6001_2	k141_38421	142	1152	-	1011	0
6001_3	k141_38421	1163	2131	-	969	0
6002_1	k141_6018	1	2979	-	2979	1
6002_2	k141_6018	2945	3067	-	123	0
6002_3	k141_6018	3223	4461	+	1239	4
6002_4	k141_6018	4458	5735	+	1278	0
6002_5	k141_6018	5852	8074	-	2223	2
6002_6	k141_6018	8100	8609	-	510	0
6002_7	k141_6018	8581	9024	-	444	1
6002_8	k141_6018	9093	10139	-	1047	0
6002_9	k141_6018	10239	10469	-	231	0
6002_10	k141_6018	10498	10656	-	159	0
6002_11	k141_6018	10758	12950	-	2193	1
6002_12	k141_6018	13034	13846	+	813	0
6002_13	k141_6018	13741	14193	-	453	0
6002_14	k141_6018	14219	15469	+	1251	0
6002_15	k141_6018	15481	16329	+	849	0
6002_16	k141_6018	16308	16820	+	513	0
6002_17	k141_6018	16805	18535	+	1731	0
6002_18	k141_6018	19374	19928	+	555	0
6002_19	k141_6018	19940	20431	+	492	0
6002_20	k141_6018	20527	21873	+	1347	0
6002_21	k141_6018	21833	22915	+	1083	0
6002_22	k141_6018	22957	23496	-	540	0
6002_23	k141_6018	23514	24359	-	846	0
6002_24	k141_6018	24372	24824	-	453	0
6002_25	k141_6018	25832	26107	-	276	0
6002_26	k141_6018	27306	28478	-	1173	0
6002_27	k141_6018	28493	30109	-	1617	0
6002_28	k141_6018	30274	32871	-	2598	0
6002_29	k141_6018	33080	33340	-	261	0
6002_30	k141_6018	33477	34010	+	534	0
6002_31	k141_6018	34292	35107	+	816	4
6002_32	k141_6018	35273	38002	+	2730	4
6002_33	k141_6018	38077	38340	-	264	0
6002_34	k141_6018	38509	39834	+	1326	0
6002_35	k141_6018	39951	40256	+	306	0
6002_36	k141_6018	40259	40621	+	363	0
6002_37	k141_6018	41214	41414	+	201	0
6002_38	k141_6018	41411	42061	+	651	0
6002_39	k141_6018	42043	42399	-	357	0
6002_40	k141_6018	42459	42752	+	294	0
6002_41	k141_6018	42757	42990	+	234	0
6002_42	k141_6018	43209	43913	+	705	0
6002_43	k141_6018	43959	45095	-	1137	0
6002_44	k141_6018	45350	47554	-	2205	0
6002_45	k141_6018	47963	48790	+	828	0
6002_46	k141_6018	48805	49428	+	624	3
6002_47	k141_6018	49507	49869	+	363	0
6002_48	k141_6018	49885	50319	+	435	0
6002_49	k141_6018	50628	50918	+	291	2
6002_50	k141_6018	50981	51628	+	648	0
6002_51	k141_6018	51804	51965	+	162	0
6002_52	k141_6018	52313	52795	-	483	0
6002_53	k141_6018	53610	54245	-	636	0
6002_54	k141_6018	54357	54542	+	186	0
6002_55	k141_6018	54539	54721	+	183	0
6002_56	k141_6018	54830	55291	-	462	0
6002_57	k141_6018	55403	57475	+	2073	0
6002_58	k141_6018	57479	58357	+	879	0
6002_59	k141_6018	58391	59041	+	651	1
6002_60	k141_6018	59041	59364	+	324	1
6002_61	k141_6018	59378	59842	+	465	0
6002_62	k141_6018	59845	59997	+	153	0
6002_63	k141_6018	60045	60584	+	540	0
6003_1	k141_19264	167	1471	-	1305	237
6004_1	k141_38425	3	512	-	510	1
6004_2	k141_38425	514	1074	-	561	0
6004_3	k141_38425	1168	1353	+	186	0
6005_1	k141_3865	2	253	+	252	3
6005_2	k141_3865	265	594	+	330	2
6005_3	k141_3865	603	725	+	123	0
6005_4	k141_3865	715	4563	+	3849	88
6006_1	k141_33794	1	1263	+	1263	0
6006_2	k141_33794	1265	2002	-	738	1
6006_3	k141_33794	2140	2310	+	171	0
6006_4	k141_33794	2378	2686	-	309	1
6007_1	k141_33795	1	927	+	927	0
6007_2	k141_33795	1027	1239	-	213	0
6008_1	k141_17582	3	1418	+	1416	0
6009_1	k141_15646	2	544	+	543	608
6009_2	k141_15646	760	1491	-	732	1211
6009_3	k141_15646	2161	2691	+	531	1092
6009_4	k141_15646	4311	5165	+	855	897
6009_5	k141_15646	5162	6124	-	963	883
6009_6	k141_15646	6230	7114	+	885	954
6009_7	k141_15646	7043	7285	-	243	47
6010_1	k141_36240	138	923	+	786	0
6010_2	k141_36240	920	1576	+	657	0
6011_1	k141_19270	1	147	+	147	0
6011_2	k141_19270	194	715	+	522	0
6011_3	k141_19270	693	1145	-	453	0
6012_1	k141_3866	473	700	-	228	156
6013_1	k141_17583	2	763	-	762	0
6013_2	k141_17583	924	1535	+	612	0
6014_1	k141_15647	2	160	+	159	0
6014_2	k141_15647	176	1060	-	885	0
6014_3	k141_15647	1078	1995	-	918	0
6014_4	k141_15647	2166	2486	-	321	0
6015_1	k141_33796	142	1044	-	903	0
6015_2	k141_33796	1150	1752	+	603	0
6015_3	k141_33796	1749	1847	+	99	0
6015_4	k141_33796	1826	3448	-	1623	2
6015_5	k141_33796	3471	3929	-	459	0
6015_6	k141_33796	3926	4030	-	105	0
6016_1	k141_41165	144	443	+	300	1
6016_2	k141_41165	465	875	+	411	1
6016_3	k141_41165	877	1998	+	1122	0
6016_4	k141_41165	1991	2824	+	834	2
6016_5	k141_41165	2844	4007	+	1164	0
6016_6	k141_41165	4136	4966	-	831	3
6016_7	k141_41165	5000	7912	-	2913	10
6017_1	k141_22029	1	735	+	735	5
6017_2	k141_22029	991	1428	+	438	3
6017_3	k141_22029	1443	2000	+	558	4
6017_4	k141_22029	2061	2687	+	627	7
6017_5	k141_22029	2691	3152	+	462	6
6017_6	k141_22029	3806	4669	-	864	9
6017_7	k141_22029	4925	5911	+	987	6
6017_8	k141_22029	5932	7008	+	1077	4
6017_9	k141_22029	7105	7692	+	588	1
6017_10	k141_22029	7689	9146	+	1458	7
6017_11	k141_22029	9210	9593	-	384	6
6017_12	k141_22029	9923	10360	+	438	3
6017_13	k141_22029	10398	10826	+	429	8
6017_14	k141_22029	10888	11325	+	438	3
6017_15	k141_22029	11366	11797	+	432	0
6017_16	k141_22029	12148	14805	+	2658	22
6017_17	k141_22029	14886	16175	+	1290	11
6017_18	k141_22029	16172	16711	+	540	6
6018_1	k141_24624	1	576	+	576	0
6018_2	k141_24624	924	1199	+	276	0
6018_3	k141_24624	1225	1455	+	231	0
6018_4	k141_24624	1461	2546	+	1086	0
6018_5	k141_24624	2553	2792	+	240	0
6018_6	k141_24624	2804	3586	+	783	0
6018_7	k141_24624	3601	4146	+	546	0
6018_8	k141_24624	4372	6594	+	2223	0
6018_9	k141_24624	6611	7042	+	432	0
6018_10	k141_24624	7054	7686	+	633	0
6018_11	k141_24624	7808	8821	-	1014	0
6018_12	k141_24624	8943	9932	+	990	0
6018_13	k141_24624	9934	11079	+	1146	0
6018_14	k141_24624	11086	11688	+	603	0
6018_15	k141_24624	12003	14192	-	2190	0
6018_16	k141_24624	14398	15189	-	792	0
6018_17	k141_24624	15194	15643	-	450	0
6018_18	k141_24624	15781	16092	+	312	0
6018_19	k141_24624	16096	16674	+	579	0
6018_20	k141_24624	16685	18217	+	1533	0
6018_21	k141_24624	18345	18941	+	597	0
6018_22	k141_24624	18938	19669	+	732	0
6018_23	k141_24624	19672	20430	+	759	0
6018_24	k141_24624	20460	21074	+	615	0
6018_25	k141_24624	21094	21831	+	738	0
6018_26	k141_24624	21847	23166	+	1320	0
6018_27	k141_24624	23176	24336	+	1161	0
6018_28	k141_24624	24336	25517	+	1182	0
6018_29	k141_24624	25587	26942	+	1356	0
6018_30	k141_24624	26980	27477	+	498	0
6018_31	k141_24624	27548	28321	-	774	0
6018_32	k141_24624	28312	29352	-	1041	0
6018_33	k141_24624	29361	30206	-	846	0
6018_34	k141_24624	30337	31356	+	1020	0
6018_35	k141_24624	31363	32559	+	1197	0
6018_36	k141_24624	32844	33026	+	183	0
6018_37	k141_24624	33230	33604	+	375	0
6018_38	k141_24624	33720	34292	-	573	0
6018_39	k141_24624	34388	35248	-	861	0
6018_40	k141_24624	35287	36063	-	777	0
6019_1	k141_3872	2	463	+	462	0
6019_2	k141_3872	602	1024	-	423	0
6020_1	k141_19275	115	951	-	837	18
6020_2	k141_19275	1042	1176	-	135	0
6020_3	k141_19275	1204	1431	-	228	6
6021_1	k141_15649	89	1609	-	1521	0
6022_1	k141_24625	3	404	-	402	0
6022_2	k141_24625	401	1123	-	723	3
6023_1	k141_36252	3	959	-	957	0
6023_2	k141_36252	971	1792	-	822	0
6023_3	k141_36252	1836	2114	-	279	0
6024_1	k141_42954	58	600	-	543	0
6024_2	k141_42954	653	1267	-	615	0
6024_3	k141_42954	1292	3775	-	2484	0
6024_4	k141_42954	3970	4251	-	282	0
6024_5	k141_42954	4862	6058	+	1197	0
6024_6	k141_42954	6055	9375	+	3321	0
6024_7	k141_42954	9495	10169	+	675	0
6024_8	k141_42954	10463	12007	+	1545	0
6025_1	k141_1666	233	1315	-	1083	30
6025_2	k141_1666	1562	2875	+	1314	45
6025_3	k141_1666	2959	6405	-	3447	95
6025_4	k141_1666	6415	7605	-	1191	22
6025_5	k141_1666	7695	10958	-	3264	61
6025_6	k141_1666	11177	12376	-	1200	36
6025_7	k141_1666	12459	13103	-	645	17
6025_8	k141_1666	13122	14519	-	1398	55
6025_9	k141_1666	14534	15289	-	756	28
6025_10	k141_1666	15350	15913	-	564	11
6025_11	k141_1666	16001	17302	-	1302	24
6025_12	k141_1666	17476	18003	+	528	13
6025_13	k141_1666	18026	18598	+	573	18
6025_14	k141_1666	18807	19502	-	696	24
6025_15	k141_1666	19457	19561	-	105	0
6025_16	k141_1666	19566	19793	-	228	1
6025_17	k141_1666	19967	22687	-	2721	57
6025_18	k141_1666	23517	24968	+	1452	23
6025_19	k141_1666	24994	26211	+	1218	27
6025_20	k141_1666	26357	27640	-	1284	38
6025_21	k141_1666	27779	29383	+	1605	40
