# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_4_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_4/L23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_4/L23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_4/L23_1.bam	RPKG
13124_5	k141_133441	5959	6117	-	159	1	0.00820141
13125_1	k141_68384	1	1035	+	1035	0	0
13126_1	k141_35960	173	1036	+	864	0	0
13126_2	k141_35960	1196	2251	+	1056	5	0.00617436
13126_3	k141_35960	2248	3135	-	888	2	0.00293699
13126_4	k141_35960	3293	3619	+	327	0	0
13127_1	k141_101563	2	1096	-	1095	15	0.0178634
13127_2	k141_101563	1098	1982	-	885	3	0.00442042
13127_3	k141_101563	1986	2771	-	786	6	0.00995439
13127_4	k141_101563	2768	3280	-	513	16	0.0406713
13127_5	k141_101563	3611	3847	+	237	5	0.0275111
13127_6	k141_101563	4025	4396	-	372	6	0.0210327
13127_7	k141_101563	4393	4767	-	375	4	0.0139096
13127_8	k141_101563	5278	6177	-	900	5	0.00724458
13127_9	k141_101563	6181	7293	-	1113	5	0.00585815
13128_1	k141_2894	3	341	+	339	0	0
13128_2	k141_2894	310	978	+	669	0	0
13128_3	k141_2894	1905	2519	-	615	1	0.00212037
13129_1	k141_68385	3	119	+	117	0	0
13129_2	k141_68385	147	587	+	441	11	0.0325267
13129_3	k141_68385	584	847	+	264	1	0.00493949
13129_4	k141_68385	858	1157	+	300	2	0.0086935
13129_5	k141_68385	1173	1298	+	126	0	0
13130_1	k141_177577	233	1720	+	1488	10	0.00876361
13130_2	k141_177577	1949	2125	+	177	0	0
13130_3	k141_177577	2130	2969	+	840	6	0.00931446
13130_4	k141_177577	2982	3770	+	789	9	0.0148748
13130_5	k141_177577	3783	4649	+	867	2	0.00300813
13130_6	k141_177577	4637	5002	+	366	3	0.0106887
13130_7	k141_177577	5004	6191	+	1188	5	0.00548832
13130_8	k141_177577	6204	6578	+	375	1	0.0034774
13130_9	k141_177577	6583	6672	+	90	0	0
13131_1	k141_133442	427	1284	-	858	36	0.0547143
13131_2	k141_133442	1312	2307	-	996	44	0.0576075
13132_1	k141_101564	2	2263	+	2262	95	0.0547667
13133_1	k141_2898	3	413	-	411	3	0.00951843
13133_2	k141_2898	503	745	-	243	0	0
13133_3	k141_2898	895	2172	+	1278	0	0
13134_1	k141_35966	46	1023	-	978	0	0
13134_2	k141_35966	1038	2363	-	1326	3	0.00295028
13134_3	k141_35966	2738	2797	+	60	0	0
13135_1	k141_177583	3	653	-	651	6	0.0120187
13135_2	k141_177583	896	1588	+	693	2	0.00376342
13135_3	k141_177583	1598	2572	+	975	10	0.0133746
13136_1	k141_209928	2	154	+	153	0	0
13136_2	k141_209928	598	1947	+	1350	0	0
13136_3	k141_209928	2002	3294	+	1293	0	0
13136_4	k141_209928	3401	5944	+	2544	0	0
13136_5	k141_209928	6053	7342	+	1290	0	0
13136_6	k141_209928	7492	7971	+	480	0	0
13136_7	k141_209928	7986	8450	+	465	0	0
13136_8	k141_209928	8490	9158	+	669	0	0
13136_9	k141_209928	9194	10111	+	918	0	0
13136_10	k141_209928	10111	11097	+	987	2	0.0026424
13136_11	k141_209928	11198	11557	-	360	0	0
13137_1	k141_133444	3	428	+	426	10	0.0306109
13137_2	k141_133444	449	1531	+	1083	13	0.0156531
13137_3	k141_133444	1557	3311	+	1755	22	0.0163467
13137_4	k141_133444	3308	3889	+	582	7	0.0156841
13138_1	k141_35968	3	194	-	192	10	0.067918
13138_2	k141_35968	269	664	-	396	18	0.0592738
13138_3	k141_35968	725	1075	-	351	11	0.0408669
13138_4	k141_35968	1072	1338	-	267	6	0.0293039
13138_5	k141_35968	1403	1729	-	327	7	0.0279149
13139_1	k141_101565	3	1010	-	1008	14	0.0181115
13139_2	k141_101565	1010	1900	-	891	15	0.0219533
13139_3	k141_101565	1909	3417	-	1509	14	0.0120983
13139_4	k141_101565	3425	3928	-	504	2	0.0051747
13139_5	k141_101565	3909	4409	-	501	10	0.0260284
13139_6	k141_101565	4460	4678	-	219	0	0
13140_1	k141_14079	883	2583	-	1701	1	0.000766622
13140_2	k141_14079	3045	3170	-	126	1	0.0103494
13140_3	k141_14079	3160	3981	-	822	2	0.00317281
13140_4	k141_14079	3998	4261	-	264	2	0.00987897
13140_5	k141_14079	4366	4869	-	504	1	0.00258735
13140_6	k141_14079	5246	5710	+	465	0	0
13140_7	k141_14079	5744	8785	+	3042	19	0.0081448
13140_8	k141_14079	8909	9373	-	465	4	0.0112174
13140_9	k141_14079	9648	10058	+	411	4	0.0126912
13140_10	k141_14079	10101	10649	+	549	2	0.00475055
13140_11	k141_14079	10761	12188	+	1428	14	0.0127846
13140_12	k141_14079	12469	12792	+	324	1	0.00402477
13140_13	k141_14079	12919	13908	-	990	12	0.0158064
13140_14	k141_14079	14151	14378	+	228	0	0
13140_15	k141_14079	14395	14628	+	234	4	0.022291
13140_16	k141_14079	15271	15471	-	201	6	0.0389261
13140_17	k141_14079	15468	15701	-	234	4	0.022291
13140_18	k141_14079	16229	16432	-	204	1	0.00639228
13140_19	k141_14079	16416	16628	-	213	0	0
13140_20	k141_14079	17807	18205	-	399	2	0.00653646
13140_21	k141_14079	18214	18336	-	123	0	0
13140_22	k141_14079	18500	18985	-	486	1	0.00268318
13140_23	k141_14079	18978	19265	-	288	0	0
13140_24	k141_14079	19390	19578	-	189	4	0.0275984
13140_25	k141_14079	20813	20956	-	144	4	0.0362229
13141_1	k141_2901	760	1332	-	573	4	0.00910314
13141_2	k141_2901	1628	1873	+	246	1	0.00530091
13141_3	k141_2901	1928	2695	-	768	0	0
13141_4	k141_2901	3250	3543	-	294	0	0
13142_1	k141_101569	1	1218	-	1218	0	0
13143_1	k141_188879	1	285	-	285	0	0
13143_2	k141_188879	426	1409	-	984	2	0.00265046
13143_3	k141_188879	1428	2939	-	1512	4	0.0034498
13143_4	k141_188879	3022	4026	-	1005	5	0.00648769
13143_5	k141_188879	4578	5624	+	1047	3	0.00373646
13143_6	k141_188879	5643	6434	+	792	4	0.00658598
13143_7	k141_188879	6647	6778	-	132	0	0
13143_8	k141_188879	6778	7350	-	573	5	0.0113789
13143_9	k141_188879	7968	8270	-	303	3	0.0129111
13143_10	k141_188879	8413	12936	+	4524	20	0.00576492
13143_11	k141_188879	13053	13823	-	771	3	0.00507403
13143_12	k141_188879	14813	14971	-	159	1	0.00820141
13143_13	k141_188879	15270	15419	-	150	1	0.0086935
13143_14	k141_188879	16504	17694	+	1191	4	0.0043796
13143_15	k141_188879	17725	17877	+	153	0	0
13143_16	k141_188879	18126	18941	+	816	2	0.00319614
13143_17	k141_188879	18941	19180	+	240	1	0.00543344
13143_18	k141_188879	19319	19495	+	177	0	0
13143_19	k141_188879	19952	20983	+	1032	4	0.00505436
13143_20	k141_188879	21063	22058	+	996	3	0.00392779
13144_1	k141_35975	1	1401	-	1401	7	0.00651547
13144_2	k141_35975	1466	1912	-	447	1	0.00291728
13145_1	k141_101571	1	1017	-	1017	29	0.0371846
13146_1	k141_35976	3	1850	+	1848	95	0.0670359
13147_1	k141_101572	2	1132	-	1131	0	0
13147_2	k141_101572	1142	1909	-	768	1	0.00169795
13148_1	k141_68397	2	1063	+	1062	0	0
13148_2	k141_68397	1284	3866	+	2583	9	0.00454364
13148_3	k141_68397	3870	4361	+	492	5	0.0132523
13148_4	k141_68397	4755	7028	+	2274	14	0.0080283
13148_5	k141_68397	7046	7786	+	741	2	0.00351963
13149_1	k141_101574	2	469	-	468	0	0
13149_2	k141_101574	768	1730	+	963	0	0
13150_1	k141_2903	2	769	+	768	0	0
13150_2	k141_2903	857	2761	+	1905	9	0.00616075
13150_3	k141_2903	2762	3829	+	1068	1	0.001221
13150_4	k141_2903	3895	5592	-	1698	4	0.00307191
13151_1	k141_156214	3	131	-	129	6	0.0606523
13151_2	k141_156214	274	1506	-	1233	269	0.284495
13151_3	k141_156214	1550	2290	-	741	114	0.200619
13151_4	k141_156214	2292	3473	-	1182	268	0.295667
13151_5	k141_156214	3635	4141	-	507	94	0.241772
13151_6	k141_156214	4146	5180	-	1035	214	0.269624
13151_7	k141_156214	5192	6379	-	1188	258	0.283197
13151_8	k141_156214	6412	7608	-	1197	278	0.302856
13151_9	k141_156214	7621	8139	-	519	78	0.195981
13151_10	k141_156214	8180	9226	-	1047	220	0.274007
13151_11	k141_156214	9264	9797	-	534	92	0.224663
13151_12	k141_156214	9827	11284	-	1458	378	0.33808
13151_13	k141_156214	11408	11575	-	168	15	0.116431
13151_14	k141_156214	11602	12747	-	1146	236	0.268543
13151_15	k141_156214	12740	13942	-	1203	209	0.226551
13151_16	k141_156214	13932	15023	-	1092	244	0.291375
13151_17	k141_156214	15042	16130	-	1089	232	0.277809
13151_18	k141_156214	16150	17715	-	1566	148	0.123241
13151_19	k141_156214	17712	19301	-	1590	304	0.249323
13151_20	k141_156214	19326	20420	-	1095	253	0.301295
13151_21	k141_156214	20790	21425	-	636	121	0.248093
13151_22	k141_156214	21501	22721	-	1221	313	0.334283
13151_23	k141_156214	22739	23758	-	1020	258	0.329842
13151_24	k141_156214	23755	23946	-	192	48	0.326006
13151_25	k141_156214	24681	26042	-	1362	394	0.377229
13151_26	k141_156214	26474	26761	-	288	59	0.267144
13151_27	k141_156214	26763	27233	-	471	98	0.271326
13151_28	k141_156214	28125	28757	-	633	201	0.414074
13151_29	k141_156214	29039	29971	+	933	310	0.433277
13151_30	k141_156214	30915	31739	+	825	328	0.518449
13151_31	k141_156214	32398	32865	+	468	175	0.487616
13151_32	k141_156214	33216	33443	-	228	89	0.509027
13152_1	k141_35981	2	1417	+	1416	0	0
13153_1	k141_112592	3	137	-	135	28	0.270464
13153_2	k141_112592	317	958	-	642	199	0.404207
13153_3	k141_112592	1253	2395	-	1143	414	0.472324
13153_4	k141_112592	2798	3121	+	324	36	0.144892
13153_5	k141_112592	3111	4226	+	1116	95	0.111006
13153_6	k141_112592	4236	4370	+	135	64	0.618204
13153_7	k141_112592	4849	6147	+	1299	389	0.390505
13153_8	k141_112592	6292	6789	-	498	111	0.290656
13153_9	k141_112592	6802	7416	-	615	159	0.337138
13153_10	k141_112592	7807	8025	+	219	27	0.16077
13153_11	k141_112592	8028	8507	+	480	120	0.326006
13153_12	k141_112592	8546	8893	+	348	102	0.382214
13153_13	k141_112592	8917	9582	+	666	179	0.350481
13153_14	k141_112592	9586	10770	+	1185	375	0.412666
13153_15	k141_112592	10767	11450	-	684	185	0.352697
13153_16	k141_112592	11455	12993	-	1539	417	0.353332
13153_17	k141_112592	13045	15117	+	2073	676	0.425239
13153_18	k141_112592	15154	15582	-	429	79	0.240135
13153_19	k141_112592	15594	16598	-	1005	260	0.33736
13153_20	k141_112592	16663	18420	-	1758	512	0.379784
13153_21	k141_112592	18503	19411	+	909	277	0.397376
13153_22	k141_112592	19424	20488	+	1065	371	0.454266
13153_23	k141_112592	20626	21876	-	1251	433	0.451353
13153_24	k141_112592	22486	22665	+	180	76	0.550588
13153_25	k141_112592	22713	23111	-	399	161	0.526185
13153_26	k141_112592	23218	25218	-	2001	545	0.355169
13153_27	k141_112592	25388	25702	-	315	143	0.591986
13153_28	k141_112592	25709	26167	-	459	129	0.366491
13153_29	k141_112592	26284	26667	-	384	79	0.268276
13153_30	k141_112592	26690	27976	-	1287	334	0.338418
13153_31	k141_112592	28111	28635	+	525	128	0.317934
13153_32	k141_112592	28666	31548	+	2883	838	0.37904
13153_33	k141_112592	31572	33269	+	1698	468	0.359413
13153_34	k141_112592	33391	35829	+	2439	779	0.416497
13153_35	k141_112592	35853	36353	+	501	92	0.239462
13153_36	k141_112592	36394	38286	+	1893	529	0.36441
13153_37	k141_112592	38291	39064	+	774	276	0.465001
13153_38	k141_112592	39127	39636	+	510	190	0.485813
13153_39	k141_112592	39626	40099	+	474	132	0.363146
13153_40	k141_112592	40297	41028	-	732	190	0.338476
13153_41	k141_112592	41135	41839	+	705	204	0.377335
13153_42	k141_112592	41860	43170	+	1311	345	0.343164
13153_43	k141_112592	43275	43925	+	651	200	0.400622
13153_44	k141_112592	44106	44351	+	246	76	0.402869
13153_45	k141_112592	44390	44497	+	108	18	0.217337
13153_46	k141_112592	44819	45460	+	642	101	0.20515
13153_47	k141_112592	45526	47961	+	2436	547	0.292817
13153_48	k141_112592	48203	48364	+	162	18	0.144892
13153_49	k141_112592	48354	49310	+	957	157	0.213931
13153_50	k141_112592	49307	50395	+	1089	165	0.197579
13153_51	k141_112592	50398	50646	+	249	73	0.382304
13153_52	k141_112592	50838	52019	+	1182	341	0.376203
13153_53	k141_112592	51980	52399	-	420	83	0.2577
13153_54	k141_112592	52538	53005	+	468	104	0.289783
13153_55	k141_112592	53008	54264	+	1257	300	0.311223
13153_56	k141_112592	54306	57317	+	3012	834	0.361075
13153_57	k141_112592	57456	57959	+	504	143	0.369991
13153_58	k141_112592	57967	59418	+	1452	462	0.414917
13153_59	k141_112592	59446	60198	+	753	227	0.393112
13153_60	k141_112592	60227	61570	+	1344	388	0.37646
13153_61	k141_112592	61577	62791	+	1215	319	0.342374
13153_62	k141_112592	62748	63257	+	510	125	0.319614
13153_63	k141_112592	63550	65484	-	1935	579	0.390197
13153_64	k141_112592	65605	68781	-	3177	957	0.392808
13153_65	k141_112592	68795	69397	-	603	186	0.402236
13153_66	k141_112592	69394	69675	-	282	76	0.351439
13153_67	k141_112592	69790	71307	-	1518	445	0.382273
13153_68	k141_112592	71328	74456	-	3129	854	0.355908
13153_69	k141_112592	74680	76305	-	1626	439	0.352071
13153_70	k141_112592	76407	77012	+	606	181	0.389486
13153_71	k141_112592	77155	78468	-	1314	366	0.363221
13153_72	k141_112592	78580	80355	-	1776	516	0.378872
13153_73	k141_112592	80377	81357	-	981	236	0.31371
13153_74	k141_112592	81806	83320	+	1515	422	0.363233
13153_75	k141_112592	83423	84004	+	582	150	0.336089
13153_76	k141_112592	84072	85259	+	1188	351	0.38528
13153_77	k141_112592	85527	87383	+	1857	467	0.327937
13153_78	k141_112592	87406	88386	+	981	268	0.356247
13153_79	k141_112592	88473	89615	-	1143	397	0.452929
13153_80	k141_112592	89629	91710	-	2082	627	0.392711
13153_81	k141_112592	91842	93257	-	1416	353	0.325085
13153_82	k141_112592	93280	94437	-	1158	252	0.283777
13153_83	k141_112592	94474	96096	-	1623	358	0.287641
13153_84	k141_112592	96108	99188	-	3081	883	0.373727
13153_85	k141_112592	99369	99533	-	165	10	0.0790318
13153_86	k141_112592	99879	100985	-	1107	257	0.302741
13153_87	k141_112592	101003	102610	-	1608	434	0.351957
13153_88	k141_112592	102623	104293	-	1671	421	0.328542
13153_89	k141_112592	104248	105663	-	1416	283	0.260621
13153_90	k141_112592	105716	107932	-	2217	675	0.397031
13153_91	k141_112592	107974	109824	-	1851	519	0.365634
13153_92	k141_112592	109922	110071	+	150	3	0.0260805
13153_93	k141_112592	110073	111668	+	1596	373	0.304763
13153_94	k141_112592	111775	112053	-	279	86	0.401957
13153_95	k141_112592	112053	112259	-	207	60	0.377978
13153_96	k141_112592	112572	115055	-	2484	697	0.365904
13153_97	k141_112592	115128	115613	-	486	101	0.271001
13153_98	k141_112592	115965	116108	+	144	80	0.724458
13153_99	k141_112592	116318	117673	-	1356	485	0.46641
13153_100	k141_112592	117747	120425	-	2679	958	0.466314
13153_101	k141_112592	120514	120657	+	144	27	0.244505
13153_102	k141_112592	120753	122717	-	1965	697	0.462547
13153_103	k141_112592	123163	123417	-	255	92	0.470472
13153_104	k141_112592	123510	123668	-	159	20	0.164028
13153_105	k141_112592	123775	124500	+	726	317	0.569388
13153_106	k141_112592	124656	124811	+	156	91	0.760681
13153_107	k141_112592	125081	125530	-	450	261	0.756334
13153_108	k141_112592	125552	126856	-	1305	457	0.456658
13153_109	k141_112592	126894	128405	-	1512	451	0.388965
13153_110	k141_112592	128409	129146	-	738	176	0.310987
13153_111	k141_112592	129143	130519	-	1377	342	0.323875
13153_112	k141_112592	130509	131639	-	1131	290	0.334365
13153_113	k141_112592	131704	133101	-	1398	415	0.387103
13153_114	k141_112592	133125	134459	-	1335	319	0.311598
13153_115	k141_112592	134469	135737	-	1269	296	0.30417
13153_116	k141_112592	135750	137204	-	1455	452	0.405099
13153_117	k141_112592	137223	139403	-	2181	708	0.423315
13153_118	k141_112592	139408	139782	-	375	61	0.212121
13153_119	k141_112592	139787	140701	-	915	226	0.322087
13153_120	k141_112592	140698	141162	-	465	138	0.387001
13153_121	k141_112592	141197	141379	-	183	15	0.106887
13153_122	k141_112592	141509	142348	+	840	196	0.304272
13153_123	k141_112592	142373	143353	+	981	295	0.392138
13153_124	k141_112592	143442	144734	-	1293	479	0.483084
13153_125	k141_112592	144994	145428	+	435	148	0.443668
13153_126	k141_112592	145438	147246	+	1809	532	0.383494
13153_127	k141_112592	147243	148076	+	834	184	0.287698
13153_128	k141_112592	148076	149410	+	1335	398	0.388765
13153_129	k141_112592	149395	150765	+	1371	400	0.380459
13153_130	k141_112592	151110	151478	+	369	77	0.272114
13153_131	k141_112592	152198	153112	-	915	279	0.397621
13153_132	k141_112592	153126	154970	-	1845	560	0.395802
13153_133	k141_112592	155051	155560	-	510	146	0.373309
13153_134	k141_112592	155687	156067	-	381	130	0.444943
13153_135	k141_112592	156104	156760	-	657	168	0.333449
13153_136	k141_112592	156765	158234	-	1470	428	0.379675
13153_137	k141_112592	158363	159736	+	1374	433	0.410948
13153_138	k141_112592	159788	160696	-	909	267	0.38303
13153_139	k141_112592	160701	163061	-	2361	622	0.343542
13153_140	k141_112592	163428	165092	-	1665	570	0.446423
13153_141	k141_112592	165183	166874	+	1692	435	0.335255
13153_142	k141_112592	167018	168709	+	1692	515	0.396911
13153_143	k141_112592	169187	169510	-	324	121	0.486997
13153_144	k141_112592	169455	170006	-	552	164	0.387428
13153_145	k141_112592	170108	170974	-	867	165	0.248171
13153_146	k141_112592	170996	171580	-	585	135	0.300929
13153_147	k141_112592	171708	172406	+	699	120	0.223867
13153_148	k141_112592	172481	172645	+	165	22	0.17387
13153_149	k141_112592	172828	174963	-	2136	567	0.346153
13153_150	k141_112592	175160	176311	+	1152	3	0.0033959
13153_151	k141_112592	176427	176957	+	531	0	0
13153_152	k141_112592	177009	177401	+	393	0	0
13153_153	k141_112592	177478	178398	-	921	0	0
13153_154	k141_112592	178401	179630	-	1230	2	0.00212037
13153_155	k141_112592	179730	179840	+	111	0	0
13153_156	k141_112592	179952	180455	+	504	0	0
13153_157	k141_112592	180796	182238	+	1443	0	0
13153_158	k141_112592	182207	183214	+	1008	0	0
13153_159	k141_112592	183346	184098	-	753	1	0.00173177
13153_160	k141_112592	184315	185925	+	1611	0	0
13153_161	k141_112592	186248	186430	+	183	0	0
13153_162	k141_112592	186989	188206	+	1218	1	0.00107063
13153_163	k141_112592	188251	188478	+	228	0	0
13154_1	k141_35982	1	1185	+	1185	0	0
13155_1	k141_188885	3	182	+	180	1	0.00724458
13155_2	k141_188885	196	1062	+	867	3	0.0045122
13155_3	k141_188885	1189	1545	+	357	0	0
13155_4	k141_188885	1562	3178	+	1617	8	0.00645158
13155_5	k141_188885	3248	5659	-	2412	11	0.00594704
13155_6	k141_188885	6078	6275	-	198	0	0
13156_1	k141_209931	1	534	-	534	0	0
13156_2	k141_209931	578	1096	-	519	0	0
13156_3	k141_209931	1328	1954	-	627	0	0
13156_4	k141_209931	2275	3069	+	795	5	0.00820141
13156_5	k141_209931	3297	3881	-	585	0	0
13156_6	k141_209931	4095	4832	+	738	0	0
13156_7	k141_209931	4899	5699	-	801	1	0.001628
13156_8	k141_209931	5796	5984	-	189	0	0
13156_9	k141_209931	6030	7574	-	1545	3	0.00253209
13156_10	k141_209931	7887	8468	+	582	2	0.00448118
13156_11	k141_209931	8651	10489	-	1839	1	0.000709094
13156_12	k141_209931	10754	11989	-	1236	0	0
13156_13	k141_209931	12030	12389	-	360	0	0
13156_14	k141_209931	12389	12832	-	444	0	0
13157_1	k141_35985	2	208	+	207	0	0
13157_2	k141_35985	215	850	+	636	0	0
13157_3	k141_35985	871	1029	+	159	0	0
13158_1	k141_68413	1	318	-	318	0	0
13158_2	k141_68413	366	1043	-	678	0	0
13159_1	k141_188894	3	1061	-	1059	3	0.00369412
13160_1	k141_122972	39	1139	+	1101	224	0.265306
13160_2	k141_122972	1206	1883	-	678	176	0.338508
13160_3	k141_122972	1880	2434	-	555	107	0.251407
13160_4	k141_122972	2623	3189	+	567	132	0.303582
13160_5	k141_122972	3199	3996	+	798	213	0.348067
13160_6	k141_122972	4009	4785	+	777	149	0.250064
13160_7	k141_122972	4789	6657	+	1869	454	0.316761
13160_8	k141_122972	6657	7178	+	522	78	0.194854
13160_9	k141_122972	7168	9006	+	1839	455	0.322638
13160_10	k141_122972	9215	9865	-	651	168	0.336523
13160_11	k141_122972	10401	11591	+	1191	383	0.419346
13160_12	k141_122972	11753	12616	+	864	264	0.398452
13160_13	k141_122972	12657	13367	+	711	154	0.282447
13160_14	k141_122972	13367	14272	+	906	204	0.293621
13160_15	k141_122972	14459	15055	+	597	100	0.21843
13160_16	k141_122972	15144	16274	+	1131	227	0.261727
13160_17	k141_122972	16267	19506	+	3240	907	0.365046
13160_18	k141_122972	19556	19972	+	417	102	0.31897
13160_19	k141_122972	20120	20395	+	276	85	0.401602
13160_20	k141_122972	20722	21942	-	1221	265	0.283019
13160_21	k141_122972	21974	22798	-	825	157	0.24816
13160_22	k141_122972	22912	23670	+	759	224	0.384851
13160_23	k141_122972	23817	23993	+	177	63	0.464144
13160_24	k141_122972	24192	24701	+	510	128	0.327285
13160_25	k141_122972	24694	25557	+	864	188	0.283746
13160_26	k141_122972	25675	26235	+	561	99	0.230122
13160_27	k141_122972	26308	26748	+	441	111	0.328224
13160_28	k141_122972	26876	27163	-	288	62	0.280728
13160_29	k141_122972	27276	27635	-	360	97	0.351362
13160_30	k141_122972	27637	28356	-	720	143	0.258994
13160_31	k141_122972	28358	29488	-	1131	233	0.268645
13160_32	k141_122972	29537	32074	-	2538	655	0.336539
13160_33	k141_122972	32170	32676	-	507	73	0.187759
13160_34	k141_122972	32679	34238	-	1560	416	0.34774
13160_35	k141_122972	34231	34965	-	735	155	0.274998
13160_36	k141_122972	34979	35332	-	354	69	0.254174
13160_37	k141_122972	35501	36469	-	969	226	0.304138
13160_38	k141_122972	36473	37750	-	1278	290	0.295905
13160_39	k141_122972	37768	38646	-	879	290	0.430224
13160_40	k141_122972	39062	39778	-	717	243	0.44195
13160_41	k141_122972	39765	40532	-	768	250	0.424487
13160_42	k141_122972	40762	41610	-	849	226	0.347126
13160_43	k141_122972	42253	44043	+	1791	534	0.388805
13160_44	k141_122972	44091	44990	-	900	205	0.297028
13160_45	k141_122972	45115	46290	+	1176	344	0.381449
13160_46	k141_122972	46393	47502	+	1110	338	0.397081
13160_47	k141_122972	47722	48438	-	717	177	0.321914
13160_48	k141_122972	48435	48929	-	495	118	0.310858
13160_49	k141_122972	49253	50272	+	1020	299	0.382258
13160_50	k141_122972	50484	51251	-	768	196	0.332798
13160_51	k141_122972	51498	51776	+	279	11	0.0514132
13161_1	k141_112602	3	932	-	930	0	0
13161_2	k141_112602	1055	1237	-	183	0	0
13161_3	k141_112602	1471	2094	+	624	1	0.00208978
13161_4	k141_112602	2530	2982	-	453	0	0
13162_1	k141_2912	3	77	-	75	0	0
13162_2	k141_2912	77	955	-	879	10	0.0148353
13162_3	k141_2912	1044	2372	-	1329	15	0.0147181
13162_4	k141_2912	2649	3491	-	843	18	0.0278439
13163_1	k141_156216	3	971	-	969	0	0
13163_2	k141_156216	1279	2247	-	969	1	0.00134574
13163_3	k141_156216	2385	3155	+	771	0	0
13163_4	k141_156216	3614	4516	-	903	3	0.00433231
13163_5	k141_156216	4546	5505	-	960	2	0.00271672
13163_6	k141_156216	5620	6702	-	1083	0	0
13164_1	k141_188896	3	209	-	207	3	0.0188989
13164_2	k141_188896	266	580	-	315	29	0.120053
13164_3	k141_188896	666	776	-	111	18	0.211463
13164_4	k141_188896	795	1094	-	300	51	0.221684
13164_5	k141_188896	1381	1791	-	411	40	0.126912
13165_1	k141_68422	1	453	-	453	9	0.0259078
13165_2	k141_68422	492	1469	-	978	259	0.34534
13166_1	k141_35988	1	582	+	582	0	0
13166_2	k141_35988	598	1047	-	450	1	0.00289783
13166_3	k141_35988	1368	2633	+	1266	3	0.00309011
